"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Cam Gallagher","Royals","88","288","260","66","14","0","6","30","23","21","48","2","0","0",".254",".312",".377",".689",".297","2.0","-0.2","1.0","593.1","12981"
"Yadier Molina","","107","414","385","99","16","0","8","36","46","17","62","6","3","0",".257",".296",".361",".657",".282","3.0","0.4","1.0","290.2","7007"
"Garrett Stubbs","Astros","85","276","247","57","12","1","5","32","24","21","51","3","7","2",".231",".296",".348",".644",".279","4.0","0.4","1.0","999.0","18067"
"Manny Pina","Brewers","89","275","247","58","11","1","8","25","29","18","68","7","1","0",".235",".303",".385",".688",".294","4.0","0.1","1.0","593.6","2829"
"Tom Murphy","Mariners","92","331","308","68","14","2","15","35","44","20","114","2","2","1",".221",".272",".425",".697",".292","-1.0","-0.2","0.9","325.9","13499"
"Rodolfo Duran","","96","360","343","78","13","1","14","39","49","14","96","1","0","0",".227",".258",".394",".652",".273","8.0","-0.1","0.9","999.0","sa877500"
"Miguel Amaya","Cubs","113","465","405","81","24","1","15","55","62","48","106","8","1","0",".200",".295",".375",".670",".288","1.0","0.0","0.9","999.0","sa917354"
"Tyler Flowers","","82","297","259","55","11","1","8","28","30","27","104","10","0","0",".212",".310",".355",".665",".291","4.0","-0.2","0.9","600.7","9134"
"Bruce Maxwell","","95","371","335","74","17","0","9","38","41","34","98","0","0","0",".221",".291",".352",".643",".276","4.0","-0.2","0.9","999.0","13866"
"Cal Raleigh","Mariners","115","483","446","96","19","0","23","55","72","34","142","2","2","0",".215",".273",".413",".686",".287","-5.0","0.2","0.9","999.0","sa3008377"
"Pedro Severino","Orioles","113","399","362","87","14","2","12","39","50","31","86","3","3","0",".240",".304",".390",".694",".296","-3.0","0.4","0.9","334.8","14523"
"Riley Adams","Blue Jays","101","421","376","77","16","1","10","42","38","35","144","8","3","1",".205",".285",".332",".617",".270","5.0","0.0","0.9","999.0","sa829749"
"Luis Torrens","Mariners","118","433","394","94","21","1","7","40","38","32","92","2","0","1",".239",".297",".350",".647",".279","0.0","-0.6","0.8","492.8","15905"
"Tyler Stephenson","Reds","101","390","345","79","14","1","10","45","45","33","104","8","0","0",".229",".308",".362",".670",".291","2.0","-0.2","0.8","391.3","17988"
"Wilson Ramos","Tigers","121","438","403","104","17","0","12","37","59","29","75","3","0","0",".258",".311",".390",".700",".298","-6.0","-0.2","0.8","358.9","1433"
"Francisco Cervelli","","81","303","258","58","10","1","8","33","34","34","75","9","3","1",".225",".334",".364",".699",".308","-4.0","0.0","0.8","999.0","5275"
"Jonah Heim","Athletics","101","392","360","80","16","1","6","39","38","26","73","2","1","1",".222",".276",".322",".598",".260","7.0","-0.4","0.8","598.6","16930"
"Tres Barrera","Nationals","97","387","353","82","19","1","9","40","38","26","86","5","1","1",".232",".293",".368",".661",".284","4.0","-0.4","0.8","999.0","19977"
"Martin Cervenka","","93","366","338","74","15","1","10","36","38","21","107","2","1","0",".219",".266",".358",".624",".265","7.0","0.0","0.8","999.0","sa492636"
"Zack Collins","White Sox","108","427","358","68","15","1","14","48","50","62","157","2","1","0",".190",".310",".355",".665",".291","-5.0","0.0","0.7","999.0","19181"
"Dom Nunez","Rockies","94","369","319","69","14","1","13","44","40","42","105","4","5","2",".216",".313",".389",".701",".300","4.0","-0.1","0.7","598.1","15055"
"Francisco Pena","","84","291","276","66","16","0","7","28","33","12","54","1","1","0",".239",".271",".373",".645",".272","3.0","0.1","0.7","999.0","8298"
"Omar Narvaez","Brewers","117","393","343","84","14","0","13","38","39","44","88","4","0","0",".245",".337",".399",".736",".318","-9.0","-0.2","0.7","361.6","13338"
"Lorenzo Quintana","Astros","81","320","302","70","15","1","13","37","42","11","77","6","5","5",".232",".272",".417",".689",".289","-1.0","-1.3","0.7","999.0","sa3005394"
"Raudy Read","","100","396","373","95","20","3","14","44","54","18","81","2","1","1",".255",".290",".437",".727",".302","-3.0","-0.4","0.7","999.0","15766"
