"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Jose Martinez","Mets","133","425","388","100","18","1","13","48","62","34","95","1","2","0",".258",".318",".410",".727",".310","-3.0","0.2","0.2","999.0","7996"
"Eric Thames","","115","386","339","78","16","2","18","48","52","41","120","6","4","1",".230",".324",".448",".772",".325","-2.0","0.2","0.2","999.0","3711"
"Jake Bauers","Indians","139","559","489","111","28","2","16","66","64","62","152","3","13","6",".227",".315",".391",".706",".304","0.0","-0.3","0.2","577.5","15194"
"Greg Bird","Phillies","85","332","285","62","16","0","16","37","53","39","86","4","0","0",".218",".316",".442",".758",".319","-1.0","-0.2","0.1","999.0","14131"
"Matt Beaty","Dodgers","109","365","336","86","20","1","10","44","50","21","61","7","3","1",".256",".312",".411",".723",".307","0.0","0.0","0.1","999.0","17710"
"Jose Osuna","","130","405","374","93","26","1","13","48","51","25","76","2","2","2",".249",".296",".428",".724",".304","-6.0","-0.6","0.1","999.0","12937"
"Pavin Smith","Diamondbacks","117","480","430","112","20","4","11","54","44","44","80","1","3","1",".260",".327",".402",".729",".311","1.0","-0.1","0.1","593.8","19892"
"Ryan Zimmerman","Nationals","91","352","320","83","18","1","14","42","58","27","71","2","1","0",".259",".318",".453",".771",".323","-2.0","0.0","0.1","999.0","4220"
"Ronald Guzman","Rangers","122","453","407","97","19","2","17","53","54","38","124","6","3","1",".238",".311",".420",".731",".310","3.0","-0.1","0.1","598.1","14388"
"Joey Votto","Reds","121","511","437","105","21","0","14","62","45","70","103","2","2","0",".240",".346",".384",".731",".317","-1.0","0.1","0.1","360.4","4314"
"Edwin Encarnacion","","101","429","377","77","13","0","25","56","71","41","116","8","0","0",".204",".294",".438",".731",".308","0.0","-0.2","0.0","591.3","2151"
"Aramis Garcia","Rangers","107","430","398","85","18","2","14","44","49","26","142","3","0","1",".214",".266",".374",".640",".272","1.0","-0.6","0.0","999.0","16925"
"Taylor Jones","Astros","115","472","421","95","19","1","16","54","54","40","131","6","0","1",".226",".299",".390",".688",".293","2.0","-0.7","0.0","999.0","19533"
"Rangel Ravelo","","106","384","345","86","18","1","9","44","44","30","66","5","0","1",".249",".315",".386",".701",".300","2.0","-0.6","0.0","999.0","10839"
"Eric Campbell","","96","382","334","77","17","1","8","43","44","39","81","4","5","3",".231",".315",".359",".674",".294","1.0","-0.5","-0.1","999.0","6938"
"Ryan McBroom","Royals","124","463","424","103","21","1","17","51","48","31","126","5","1","2",".243",".300",".417",".718",".303","1.0","-0.9","-0.1","597.6","16524"
"Matt Davidson","","117","432","391","89","19","0","24","47","78","32","134","6","1","0",".228",".294",".460",".754",".314","-1.0","0.0","-0.1","999.0","7226"
"John Hicks","","99","361","340","77","17","0","12","35","43","17","109","1","2","2",".226",".264",".382",".646",".273","-2.0","-0.6","-0.1","999.0","12547"
"Frank Schwindel","","123","503","478","121","28","0","15","52","65","17","80","4","1","1",".253",".282",".406",".688",".289","2.0","-0.5","-0.2","999.0","15351"
"Justin Smoak","","117","464","403","86","20","0","16","47","61","55","121","4","0","0",".213",".313",".382",".695",".299","0.0","-0.2","-0.2","999.0","9054"
"Sam Travis","Mariners","127","452","417","104","17","1","12","49","39","32","109","2","5","1",".249",".305",".381",".687",".294","-2.0","0.3","-0.3","999.0","16263"
"Yonder Alonso","","119","411","363","83","15","0","15","45","57","44","94","2","1","1",".229",".314",".394",".708",".302","-1.0","-0.4","-0.3","999.0","2530"
"Miguel Cabrera","Tigers","119","481","434","111","13","0","16","43","64","41","101","2","1","0",".256",".320",".396",".716",".305","0.0","-0.1","-0.3","507.9","1744"
"Darin Ruf","Giants","119","472","427","99","21","0","16","50","61","37","124","6","2","1",".232",".301",".393",".694",".296","-3.0","-0.3","-0.3","596.0","9929"
"Ryan O'Hearn","Royals","134","497","438","96","24","2","17","49","65","53","135","3","1","0",".219",".306",".400",".705",".300","-1.0","0.0","-0.3","598.2","16442"
"Pablo Sandoval","","95","282","258","61","12","0","9","27","40","19","60","2","0","0",".236",".291",".388",".678",".287","-4.0","-0.1","-0.4","999.0","5409"
"Jake Noll","Nationals","124","486","457","114","18","2","10","52","45","20","97","5","5","2",".249",".287",".363",".650",".278","0.0","-0.1","-0.4","999.0","19703"
"Sherten Apostel","Rangers","121","466","424","89","16","2","15","49","47","35","148","5","1","1",".210",".277",".363",".640",".275","2.0","-0.4","-0.5","999.0","21794"
"Matt Adams","","108","315","292","63","12","0","15","34","63","20","101","2","0","0",".216",".270",".411",".681",".284","3.0","-0.1","-0.5","999.0","9393"
"Tommy Joseph","","111","430","397","96","24","0","17","45","63","24","102","5","0","0",".242",".291",".431",".721",".302","-2.0","-0.2","-0.5","999.0","10349"
"Ryan Court","","97","387","345","72","15","1","10","40","41","36","136","4","3","1",".209",".289",".345",".634",".276","2.0","0.0","-0.5","999.0","12268"
"Neil Walker","","100","339","302","70","13","1","8","37","37","31","77","3","1","0",".232",".307",".361",".668",".288","-6.0","0.0","-0.5","999.0","7539"
"Brandon Dixon","","118","400","373","86","21","3","12","40","50","21","120","3","6","3",".231",".275",".399",".674",".284","2.0","-0.3","-0.5","999.0","15214"
"Josh Fuentes","Rockies","128","499","470","126","27","4","13","60","60","18","130","4","4","2",".268",".298",".426",".723",".303","7.0","-0.3","-0.6","490.6","16885"
"Daniel Murphy","","110","411","379","104","22","1","12","46","55","27","61","2","1","0",".274",".324",".433",".756",".317","-3.0","0.0","-0.8","599.5","4316"
"Andres Blanco","","106","410","366","76","16","2","9","43","36","32","98","10","2","3",".208",".288",".336",".624",".273","-3.0","-1.1","-0.9","999.0","1907"
"Evan White","Mariners","121","503","461","97","17","2","18","53","63","36","169","3","2","3",".210",".270",".373",".643",".274","2.0","-1.1","-0.9","407.6","20078"
"Will Craig","Pirates","121","507","452","97","21","1","15","54","54","39","142","11","2","2",".215",".290",".365",".655",".282","3.0","-0.7","-0.9","999.0","19267"
"Lewin Diaz","Marlins","116","447","419","91","20","2","14","43","48","21","109","3","0","1",".217",".257",".375",".632",".263","5.0","-0.6","-1.1","999.0","18365"
"Albert Pujols","Angels","109","453","419","95","18","0","15","39","72","26","66","3","1","0",".227",".274",".377",".651",".274","-2.0","0.0","-1.1","582.6","1177"
"Ian Desmond","Rockies","127","471","430","105","21","5","15","59","58","34","115","3","8","4",".244",".302",".421",".723",".305","-5.0","-0.4","-1.3","557.2","6885"
"Jim Adduci","","101","380","356","87","16","2","7","39","40","19","96","1","7","3",".244",".282",".360",".642",".273","-4.0","-0.1","-1.8","999.0","6448"
"Chris Davis","Orioles","101","383","343","61","12","0","11","32","41","34","141","3","1","0",".178",".256",".309",".565",".246","0.0","0.0","-1.9","600.8","9272"
