"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Amed Rosario","Indians","156","609","575","163","27","8","14","77","61","26","119","3","16","8",".283",".316",".431",".748",".314","-3.0","-0.6","1.7","274.5","15518"
"Pat Valaika","Orioles","144","433","408","110","18","2","21","64","56","21","104","0","1","4",".270",".305",".478",".783",".326","1.0","-1.7","1.6","494.1","14885"
"Jean Segura","Phillies","139","598","551","153","27","4","13","78","63","37","90","5","13","6",".278",".327",".412",".739",".314","1.0","-0.3","1.5","189.0","5933"
"Ramon Urias","Orioles","103","396","352","91","22","1","12","49","45","30","86","10","4","3",".259",".332",".429",".761",".324","0.0","-0.7","1.4","599.4","18795"
"Jonathan Villar","","148","586","529","130","19","2","16","66","60","50","155","2","39","11",".246",".312",".380",".692",".297","1.0","2.7","1.4","143.6","10071"
"Myles Straw","Astros","127","478","430","109","14","4","2","55","28","43","94","1","32","7",".253",".321",".319",".640",".283","6.0","3.1","1.3","460.9","17620"
"Aledmys Diaz","Astros","109","396","366","95","21","1","15","49","50","22","60","4","2","2",".260",".306",".445",".751",".314","-3.0","-0.7","1.3","600.8","15937"
"Taylor Walls","Rays","118","521","473","112","22","5","9","57","47","41","116","2","22","15",".237",".298",".362",".659",".283","7.0","-2.4","1.3","999.0","sa915802"
"Jon Berti","Marlins","102","395","341","81","12","2","6","51","33","42","94","8","24","6",".238",".333",".337",".671",".298","4.0","1.9","1.2","270.6","12037"
"Zack Short","Tigers","111","470","403","88","20","3","12","53","43","59","126","5","8","5",".218",".324",".372",".696",".303","0.0","-0.8","1.2","999.0","sa873287"
"Jose Rondon","Cardinals","107","424","396","96","20","3","15","47","51","22","104","2","6","4",".242",".284",".422",".706",".296","4.0","-0.7","1.2","999.0","14140"
"Andres Gimenez","Indians","137","480","436","108","19","6","9","59","40","23","108","15","26","12",".248",".306",".381",".687",".295","3.0","-0.3","1.1","179.2","19950"
"Owen Miller","","131","567","524","138","27","3","8","61","49","35","96","6","4","5",".263",".316",".372",".688",".296","2.0","-1.7","1.1","999.0","sa3006673"
"Nick Gordon","Twins","121","540","503","127","28","5","7","57","48","29","124","4","16","5",".252",".296",".370",".666",".285","2.0","0.8","0.9","999.0","sa828662"
"Niko Goodrum","Tigers","124","492","445","103","24","4","14","54","56","41","150","2","14","4",".231",".297",".398",".695",".295","-2.0","0.8","0.9","412.0","12092"
"Yairo Munoz","","126","410","387","107","26","2","11","47","48","18","92","3","12","4",".276",".312",".439",".751",".315","-5.0","0.5","0.9","999.0","16313"
"Asdrubal Cabrera","","125","500","451","118","26","3","18","60","79","42","94","2","1","0",".262",".324",".452",".776",".326","-7.0","0.0","0.9","518.7","4962"
"Nick Allen","Athletics","106","466","429","98","22","4","3","43","32","25","91","5","13","9",".228",".278",".319",".598",".260","12.0","-1.5","0.9","999.0","sa3004723"
"Braden Shewmake","","117","498","458","115","26","6","7","55","51","32","87","5","16","6",".251",".305",".380",".685",".293","2.0","0.3","0.9","999.0","sa3010332"
"Franklin Barreto","Angels","114","408","374","83","16","3","18","55","57","25","142","6","9","2",".222",".280",".425",".705",".295","0.0","0.8","0.8","600.3","15519"
"Nico Hoerner","Cubs","121","424","383","100","17","4","5","55","48","32","61","6","9","5",".261",".325",".366",".691",".300","0.0","-0.6","0.8","457.2","21479"
"Tyler Freeman","","134","588","543","142","30","5","3","62","39","21","72","20","14","5",".262",".312",".352",".664",".288","1.0","0.3","0.8","999.0","sa3004755"
"Xavier Edwards","","131","593","544","141","18","7","2","58","36","38","87","2","24","9",".259",".308",".329",".637",".276","5.0","0.6","0.8","999.0","sa3007018"
