"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Pat Valaika","Orioles","42","168","155","36","7","0","6","18","20","10","44","1","1","1","",".231",".279",".405",".684",".288","","77","-0.2","-0.6","","-5.2","0.1","0.1","","494.1","14885"
"Erik Gonzalez","Pirates","105","438","406","102","23","2","9","45","43","21","114","4","8","4","",".252",".293",".382",".675",".286","","75","0.1","-4.1","","-14.6","1.1","0.1","","574.9","13369"
"Nate Orf","Athletics","19","79","69","16","3","0","1","8","7","7","16","2","1","1","",".228",".313",".328",".641",".283","","77","-0.1","-0.2","","-2.3","0.2","0.1","","999.0","15407"
"Andy Young","Diamondbacks","23","93","83","20","3","0","3","11","11","6","23","3","1","0","",".238",".307",".410",".717",".306","","85","-0.1","-0.5","","-1.9","-0.4","0.1","","999.0","19521"
"Tyler Wade","Yankees","23","90","80","19","4","0","2","10","9","7","22","1","3","1","",".232",".301",".348",".650",".282","","73","0.2","-0.2","","-2.9","0.4","0.1","","599.0","15730"
"Brock Holt","","57","228","199","47","9","1","4","23","21","22","50","3","2","1","",".237",".321",".344",".664",".291","","78","-0.4","0.3","","-7.0","-0.2","0.1","","999.0","9345"
"Donnie Walton","Mariners","6","26","23","5","1","0","0","2","2","2","4","0","0","0","",".238",".310",".339",".649",".284","","78","0.0","-0.1","","-0.8","0.2","0.0","","999.0","19314"
"Jasrado Chisholm","Marlins","43","172","154","32","5","1","6","18","19","13","51","2","4","2","",".210",".277",".371",".648",".277","","72","0.0","-0.1","","-6.2","1.0","0.0","","999.0","20454"
"Travis Blankenhorn","Twins","5","20","18","4","1","0","1","2","2","1","5","0","0","0","",".247",".295",".402",".697",".295","","81","0.0","0.0","","-0.5","0.1","0.0","","999.0","18395"
"Domingo Leyba","","5","19","18","5","1","0","0","2","2","1","3","0","0","0","",".256",".310",".399",".709",".302","","83","0.0","0.0","","-0.5","0.1","0.0","","999.0","16404"
"Logan Forsythe","","39","157","136","30","6","0","3","16","15","18","40","1","1","0","",".223",".319",".340",".660",".291","","77","0.0","-0.3","","-4.6","-0.4","0.0","","999.0","7185"
"Breyvic Valera","Blue Jays","5","20","18","4","1","0","0","2","2","2","3","0","0","0","",".253",".318",".368",".686",".296","","83","0.0","-0.2","","-0.5","0.0","0.0","","999.0","12758"
"Robinson Cano","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".273",".326",".452",".778",".327","","105","0.0","0.0","","0.0","0.0","0.0","","600.4","3269"
"Max Moroff","Cardinals","10","41","35","7","1","0","1","4","4","5","12","0","1","0","",".211",".310",".352",".662",".289","","79","0.0","0.0","","-1.2","-0.1","0.0","","999.0","14556"
"Corban Joseph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".266",".317",".391",".708",".303","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","5503"
"Christian Colon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".260",".322",".368",".690",".299","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","11145"
"Howie Kendrick","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".287",".339",".445",".784",".330","","104","0.0","0.0","","0.0","0.0","0.0","","999.0","4229"
"Ben Zobrist","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".326",".360",".686",".299","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","7435"
"Scooter Gennett","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".260",".310",".420",".729",".308","","89","0.0","0.0","","0.0","0.0","0.0","","597.1","10339"
"Jed Lowrie","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".320",".375",".695",".301","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","4418"
"Jonathan Arauz","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".307",".378",".685",".294","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","20275"
"Ryan Schimpf","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".295",".418",".713",".302","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","9953"
"Kean Wong","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".301",".357",".658",".283","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","15994"
"Marco Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".264",".302",".382",".683",".291","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","13154"
"Robel Garcia","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".278",".392",".669",".284","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","13167"
"Dilson Herrera","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".292",".401",".693",".293","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","14335"
"Ronny Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".277",".396",".673",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","11875"
"Devon Travis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".295",".399",".694",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","13862"
"Dawel Lugo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".292",".379",".671",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","14713"
"Eddy Alvarez","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".302",".327",".629",".276","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","16959"
"Mike Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".301",".329",".630",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","11241"
"Elliot Soto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".291",".326",".618",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","11155"
"Tzu-Wei Lin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".298",".344",".641",".278","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","14678"
"Arismendy Alcantara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".287",".369",".656",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","10711"
"Richard Urena","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".277",".340",".617",".265","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","16411"
"Daniel Murphy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".312",".415",".727",".307","","88","0.0","0.0","","0.0","0.0","0.0","","599.5","4316"
"Christopher Bostick","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".295",".351",".645",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","13718"
"Yangervis Solarte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".294",".388",".682",".289","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","5352"
"T.J. Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".296",".368",".664",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","12495"
"Wilmer Difo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".301",".336",".636",".276","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","14320"
"Kaleb Cowart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".281",".342",".623",".269","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","11494"
"Daniel Descalso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".305",".333",".638",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","8392"
"Jesmuel Valentin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".294",".331",".624",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","14548"
"Andres Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".294",".347",".641",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","1907"
"Miguel Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".280",".364",".644",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","17075"
"Jose Pirela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".302",".391",".693",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","5485"
"Tyler Saladino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".288",".341",".630",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","10807"
"Gavin Cecchini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".287",".334",".621",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","17005"
"Dixon Machado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".292",".323",".616",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","11472"
"Danny Espinosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".267",".346",".613",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","9219"
"Carlos Asuaje","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".299",".321",".620",".272","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","15197"
"Nolan Fontana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".302",".298",".600",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","13267"
"Alen Hanson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".271",".353",".624",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","12926"
"Tony Renda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".290",".337",".627",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","13443"
"Adrian Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".289",".345",".634",".272","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","11338"
"Brandon Phillips","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".278",".340",".618",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","791"
"Kevin Kramer","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".295",".360",".656",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","17689"
"Sergio Alcantara","Tigers","8","32","29","7","1","0","0","3","3","3","6","0","1","0","",".245",".312",".338",".651",".285","","73","0.0","-0.3","","-1.1","0.0","0.0","","999.0","16417"
"Cory Spangenberg","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".280",".347",".626",".270","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","12294"
"Sherman Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".289",".301",".590",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","13906"
"Grant Green","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".289",".321",".610",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","10053"
"Gordon Beckham","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".270",".315",".585",".255","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","9015"
"Johnny Giavotella","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".295",".331",".626",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","6740"
"Alexi Amarista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".280",".322",".602",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","9063"
"Gregorio Petit","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".277",".321",".598",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","3812"
"Steve Lombardozzi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".291",".295",".586",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","5422"
"Cliff Pennington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".279",".302",".580",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","3395"
"Ramon Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".268",".320",".588",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","14113"
"Tyler Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".275",".297",".572",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","12490"
"Chase d'Arnaud","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".270",".314",".584",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","6652"
"Kelby Tomlinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".282",".284",".566",".250","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","13005"
"Eduardo Nunez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".279",".370",".649",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","6848"
"Ryan Goins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".291",".336",".627",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","9807"
"Blake Trahan","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".266",".281",".547",".242","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","17588"
"Taylor Featherston","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".250",".301",".550",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","12590"
"Engelb Vielma","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".264",".270",".534",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","15481"
"Gift Ngoepe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".259",".275",".534",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","10340"
"Micah Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".266",".296",".562",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","13809"
"Jose Peraza","","23","90","83","21","4","0","2","9","9","4","13","1","2","1","",".256",".301",".370",".671",".288","","79","0.1","-0.2","","-2.4","-0.6","0.0","","999.0","13593"
"Ildemaro Vargas","Cubs","7","28","26","7","1","0","0","3","3","1","3","0","0","0","",".266",".306",".384",".690",".295","","80","0.0","-0.2","","-0.8","-0.3","0.0","","999.0","13324"
"Thairo Estrada","Yankees","18","72","66","16","3","0","2","8","8","4","17","1","1","1","",".235",".282",".362",".644",".276","","69","0.0","-0.1","","-2.9","0.1","0.0","","999.0","16426"
"Jace Peterson","","16","66","57","13","3","0","1","7","7","7","15","1","1","1","",".229",".322",".361",".683",".299","","81","0.0","-0.2","","-1.7","-0.9","0.0","","999.0","12325"
"Rougned Odor","Rangers","100","415","373","80","16","1","21","48","54","32","120","5","8","4","",".215",".283",".428",".711",".298","","75","0.1","-2.4","","-13.3","-1.8","0.0","","495.9","12282"
"Derek Dietrich","","60","243","212","49","10","1","9","29","30","19","65","9","2","1","",".231",".321",".418",".739",".315","","94","-0.4","0.1","","-2.4","-6.4","0.0","","999.0","10542"
