"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Carlos Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".293",".386",".679",".291","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","4881"
"Dylan Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".284",".384",".668",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004285"
"Eduard Pinto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".296",".375",".672",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa579381"
"Corey Bird","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".285",".324",".610",".265","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874209"
"Steele Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".269",".334",".603",".261","","60","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008306"
"Jose Pirela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".302",".391",".692",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","5485"
"Drew Avans","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".288",".374",".662",".283","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006937"
"Jaycob Brugman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".295",".369",".664",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","14936"
"Chris Coghlan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".294",".354",".648",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","6878"
"Tyler Ramirez","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".300",".330",".630",".277","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873260"
"Luigi Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".287",".383",".671",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa547914"
"Daniel Palka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".299",".416",".715",".302","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","14897"
"Corey Julks","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".290",".347",".638",".276","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa913274"
"Conner Capel","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".290",".376",".666",".285","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918012"
"Preston Tucker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".305",".391",".696",".298","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","13633"
"Alejandro De Aza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".308",".376",".684",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","3371"
"Barrett Barnes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".300",".360",".661",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa577859"
"C.J. McElroy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".278",".341",".619",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597861"
"Herlis Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".275",".345",".621",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597740"
"Jordan George","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".320",".356",".676",".295","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","sa876211"
"Danny Woodrow","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".306",".342",".648",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918257"
"Eliezer Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".283",".327",".610",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657261"
"Miles Mastrobuoni","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".306",".325",".631",".276","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918318"
"Rodrigo Orozco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".307",".348",".654",".285","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa740813"
"Dario Pizzano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".303",".359",".661",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658253"
"John Norwood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".296",".366",".661",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598986"
"Aaron Whitefield","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".270",".342",".611",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","19938"
"Mark Karaviotis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".306",".348",".654",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738977"
"Mickey McDonald","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".276",".312",".588",".256","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004173"
"Carlos Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".295",".369",".664",".285","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","7287"
"Daniel Sweet","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".300",".356",".655",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658561"
"Alex Call","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".277",".342",".620",".268","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa913343"
"Colby Rasmus","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".275",".395",".671",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","9893"
"Isiah Gilliam","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".277",".380",".657",".279","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829343"
"Dylan Cozens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".290",".399",".690",".294","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","15115"
"Tyler Collins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".297",".353",".650",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","12723"
"Victor Victor Mesa","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".276",".333",".609",".262","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008602"
"Patrick Kivlehan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".289",".402",".691",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","13910"
"Dorssys Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".302",".349",".651",".283","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659464"
"Jared James","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".294",".365",".659",".283","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829527"
"Ryan Grotjohn","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".286",".336",".622",".270","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003964"
"Mikie Mahtook","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".289",".375",".664",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","13130"
"Drew Robinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".293",".345",".639",".278","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","11761"
"Alec Keller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".304",".355",".659",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829219"
"Jeisson Rosario","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".295",".309",".604",".267","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004146"
"Roemon Fields","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".287",".307",".594",".261","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829879"
"Matt Lipka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".279",".332",".612",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548175"
"Ramon Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".317",".343",".660",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","11165"
"Heath Quinn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".292",".356",".648",".280","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737904"
"John Andreoli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".312",".337",".648",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","13012"
"Carmen Benedetti","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".289",".337",".626",".273","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918269"
"Gabriel Maciel","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".280",".320",".600",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa919532"
"Brandon Downes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".266",".346",".613",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602678"
"Hunter Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".283",".325",".608",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548556"
"Donnie Dewees","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".297",".368",".665",".286","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858802"
"Logan Landon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".334",".608",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875279"
"Ben Ruta","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".296",".357",".653",".281","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918694"
"Mike Gerber","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".282",".382",".664",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","16115"
"Taylor Kohlwey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".301",".347",".648",".282","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918457"
"Hunter Cole","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".291",".365",".657",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa603087"
"Jeremy Barfield","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".284",".385",".669",".285","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa327073"
"Mark Zagunis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".314",".343",".657",".288","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","16565"
"Adam Brett Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".275",".392",".666",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa621791"
"Bijan Rademacher","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".303",".349",".652",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658233"
"Gabriel Guerrero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".267",".366",".634",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","14528"
"Jose Azocar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".288",".367",".654",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa735839"
"Henry Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".289",".373",".662",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548440"
"J.J. Matijevic","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".278",".388",".666",".282","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829488"
"Jorge Bonifacio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".291",".377",".668",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","12174"
"Bligh Madris","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".292",".369",".661",".283","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004165"
"Billy Cooke","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".277",".325",".601",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003963"
"Keith Curcio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".279",".325",".605",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829045"
"Zach Jarrett","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".285",".368",".653",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002883"
"Bryce Johnson","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".303",".334",".637",".278","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004753"
"Cam Gibson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".291",".350",".641",".277","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659281"
"Steve Wilkerson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".284",".352",".636",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","16041"
"Ademar Rifaela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".284",".375",".659",".280","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736911"
"Shane Robinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".301",".349",".650",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","4249"
"Brian Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".300",".342",".642",".277","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915826"
"Cal Stevenson","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".296",".320",".616",".271","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006871"
"Alen Hanson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".271",".353",".624",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","12926"
"Tony Renda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".290",".337",".627",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","13443"
"Carlos Rincon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".277",".375",".652",".277","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917319"
"Denard Span","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".308",".371",".679",".294","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","8347"
"Champ Stuart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".277",".316",".593",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737827"
"Jarrett Parker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".297",".370",".666",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","11624"
"Zach Davis","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".284",".319",".603",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918888"
"Ryan Cordell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".281",".368",".649",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","15181"
"Sebastian Elizalde","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".298",".351",".649",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa544568"
"Pedro Florimon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".285",".325",".610",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","8385"
"Chris Madera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".278",".319",".597",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738486"
"Blake Gailen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".286",".370",".656",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa605974"
"Kort Peterson","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".278",".374",".652",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874104"
"Rafael Ortega","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".309",".362",".671",".290","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","10323"
"Kevin Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".302",".343",".645",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599801"
"Sam Travis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".309",".378",".687",".295","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","16263"
"Cornelius Randolph","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".296",".358",".654",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874241"
"Andy Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".283",".366",".649",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828307"
"Socrates Brito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".285",".379",".664",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","12944"
"Buddy Reed","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".269",".334",".603",".259","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738683"
"Steve Pearce","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".301",".378",".678",".292","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","9957"
"Orlando Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".260",".326",".587",".252","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006664"
"Aaron Altherr","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".291",".358",".649",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","11270"
"Forrestt Allday","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".308",".323",".631",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737849"
"Jacob Scavuzzo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".265",".392",".658",".277","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658601"
"Adam Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".293",".392",".684",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","6368"
"Joantgel Segovia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".294",".352",".646",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827979"
"Kyle Wren","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".287",".301",".589",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621577"
"Dillon Thomas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".289",".356",".645",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597958"
"Edgar Corcino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".290",".360",".650",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502309"
"Kyle Isbel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".261",".339",".600",".257","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006861"
"Rashad Crawford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".276",".319",".595",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658166"
"Zack Zehner","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".284",".347",".631",".273","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829122"
"Keon Broxton","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".268",".334",".603",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","9253"
"Alek Thomas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".274",".337",".611",".263","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006892"
"Greyson Jenista","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".293",".361",".654",".282","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007044"
"Anderson Miller","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".285",".359",".643",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857824"
"Drew Weeks","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".282",".379",".661",".282","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa602429"
"Charcer Burks","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".299",".332",".631",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737838"
"Josh Stephen","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".285",".374",".658",".281","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918203"
"Jan Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".273",".374",".647",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737639"
"Adam Law","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".277",".319",".595",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738573"
"Pablo Olivares","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".275",".300",".574",".253","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872547"
"Gerardo Parra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".294",".362",".655",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","8553"
"Roberto Caro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".305",".324",".629",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657285"
"Dylan Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".273",".357",".631",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa709037"
"Michael Gigliotti","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".274",".311",".585",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915700"
"Mike Papi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".297",".332",".629",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599318"
"Logan Hill","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".281",".362",".643",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875822"
"Jeremias Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".301",".326",".627",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598687"
"Joey Curletta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".299",".363",".662",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658025"
"Brandon Dixon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".275",".382",".657",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","15214"
"Jim Adduci","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".289",".374",".663",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","6448"
"Cody Thomas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".272",".368",".640",".273","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738459"
"Cam Perkins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".293",".368",".661",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","13444"
"Kevin Kramer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".294",".357",".651",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","17689"
"Hunter Pence","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".296",".397",".692",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","8252"
"Charlie Culberson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".278",".363",".641",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","3298"
"Travis Swaggerty","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".271",".320",".591",".257","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007512"
"Jay Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".305",".321",".625",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549777"
"Nick Longhi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".291",".377",".667",".285","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738434"
"Stone Garrett","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".269",".378",".647",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829117"
"Ray-Patrick Didder","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".279",".287",".566",".252","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736824"
"Andrew Romine","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".280",".330",".610",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","1159"
"Brett Eibner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".275",".371",".646",".276","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","11369"
"Isaac Galloway","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".266",".348",".614",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","5238"
"Tyler Neslony","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".294",".355",".650",".280","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918131"
"Max Murphy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".350",".635",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827182"
"Noel Cuevas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".291",".361",".652",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","11894"
"Joel Booker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".283",".330",".613",".266","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918497"
"Jiandido Tromp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".278",".360",".639",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659194"
"Curtis Granderson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".300",".364",".663",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","4747"
"T.J. Nichting","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".278",".360",".638",".272","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873681"
