"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Brandon Belt","Giants","126","547","461","117","28","2","20","72","68","75","122","5","3","1","",".253",".360",".450",".811",".345","","115","-1.3","2.4","","9.2","-8.1","1.8","","389.4","10264"
"Jose Abreu","White Sox","150","658","598","161","33","1","33","87","102","43","152","11","2","1","",".270",".328",".495",".822",".341","","114","-1.5","-3.8","","10.5","-17.1","1.6","","36.5","15676"
"Ryan Mountcastle","Orioles","138","578","535","148","27","1","26","70","82","32","129","5","3","1","",".276",".321",".477",".798",".333","","108","-0.6","0.3","","5.0","-10.2","1.5","","140.1","18373"
"Hunter Dozier","Royals","144","622","548","134","27","6","20","74","77","63","168","4","5","2","",".245",".326",".428",".754",".320","","97","-1.0","-5.9","","-3.7","-5.0","1.3","","234.2","15117"
"Trey Mancini","Orioles","123","546","487","128","24","2","24","71","73","47","128","7","2","1","",".262",".332",".468",".800",".336","","109","0.0","-0.1","","6.3","-13.0","1.2","","167.8","15149"
"Joey Votto","Reds","150","674","557","141","27","1","23","94","76","101","137","7","3","1","",".253",".371",".432",".803",".345","","110","-3.9","-1.6","","4.7","-14.1","1.2","","360.4","4314"
"Jesus Aguilar","Marlins","134","565","491","122","23","1","24","69","73","62","131","6","2","1","",".248",".336",".446",".782",".332","","108","-1.2","0.2","","5.1","-11.0","1.2","","318.3","11342"
"Nate Lowe","Rangers","123","506","437","114","22","1","22","64","68","59","121","5","2","1","",".261",".352",".470",".822",".346","","107","0.0","0.6","","4.5","-10.2","1.2","","327.4","19566"
"Ji-Man Choi","Rays","107","458","389","94","21","1","16","56","55","59","113","5","3","1","",".240",".345",".426",".771",".329","","109","-0.6","0.3","","4.4","-8.9","1.1","","530.4","5452"
"Jared Walsh","Angels","112","465","414","102","20","2","23","61","65","39","135","6","2","1","",".247",".318",".468",".786",".329","","105","-0.4","0.5","","2.6","-8.0","1.1","","211.2","18607"
"Yuli Gurriel","Astros","146","609","561","152","32","2","23","74","85","35","81","6","4","2","",".272",".319",".457",".776",".326","","106","-1.2","-2.7","","3.6","-14.9","1.0","","299.6","19198"
"Wil Myers","Padres","144","598","527","124","27","2","26","76","79","60","180","4","13","5","",".236",".316",".440",".756",".320","","98","1.1","-2.7","","-0.3","-9.5","0.9","","127.1","10047"
"Victor Caratini","Padres","52","210","185","47","10","0","5","24","24","19","47","3","1","0","",".252",".329",".397",".725",".312","","93","-0.1","-0.1","","-2.0","3.4","0.9","","474.8","14968"
"Rowdy Tellez","Blue Jays","100","417","372","95","20","1","21","55","62","35","99","5","3","1","",".256",".327",".478",".804",".335","","109","-0.7","0.5","","4.2","-9.9","0.9","","266.0","15679"
"Josh Bell","Nationals","136","583","500","129","26","2","28","81","89","74","126","5","2","1","",".258",".356",".484",".840",".350","","113","-2.1","-6.8","","8.1","-18.2","0.9","","161.8","13145"
"Bobby Dalbec","Red Sox","128","512","446","106","20","1","27","67","73","51","164","8","4","2","",".236",".323",".467",".789",".330","","101","-0.5","0.4","","0.3","-10.5","0.8","","287.7","19966"
"Daniel Vogelbach","Brewers","98","411","341","78","13","1","19","52","53","62","103","3","1","0","",".228",".350",".433",".783",".335","","105","-1.0","1.2","","1.6","-7.1","0.8","","573.0","14130"
"Wilmer Flores","Giants","60","253","231","65","13","1","10","32","35","16","34","3","1","0","",".283",".334",".472",".805",".338","","110","-0.8","-1.7","","2.6","-3.4","0.7","","313.7","5827"
"Garrett Cooper","Marlins","93","401","358","93","18","1","13","46","48","33","102","5","1","0","",".259",".328",".423",".751",".320","","101","-0.9","0.2","","-0.5","-5.2","0.7","","434.6","15279"
"Christian Walker","Diamondbacks","139","588","519","128","27","2","24","72","78","57","152","6","4","2","",".247",".326",".443",".769",".324","","97","0.2","1.8","","-2.0","-9.9","0.7","","202.8","13419"
"Evan White","Mariners","146","596","535","126","21","2","25","67","73","48","172","5","5","2","",".236",".304",".424",".727",".307","","94","0.1","2.7","","-4.8","-9.5","0.7","","407.6","20078"
"Miguel Cabrera","Tigers","143","624","551","149","25","1","23","75","82","62","137","5","2","1","",".270",".346",".443",".790",".335","","107","-4.0","0.0","","1.2","-16.5","0.7","","507.9","1744"
"Dominic Smith","Mets","133","552","497","125","27","1","22","68","74","42","133","7","3","1","",".252",".316",".447",".763",".322","","102","-0.5","-4.9","","0.7","-11.9","0.6","","101.7","15653"
"Marwin Gonzalez","","92","379","338","85","17","1","12","43","44","33","84","4","1","1","",".251",".322",".411",".734",".313","","92","-0.5","-1.4","","-4.3","-2.4","0.6","","487.3","5497"
"Eric Hosmer","Padres","147","636","570","147","26","1","24","79","86","54","147","4","5","2","",".258",".325",".434",".759",".320","","99","-1.3","0.1","","-2.5","-12.2","0.6","","135.8","3516"
"C.J. Cron","Tigers","120","499","445","108","21","1","25","63","71","38","125","10","2","1","",".243",".315",".461",".775",".325","","100","-1.6","0.6","","-1.5","-9.9","0.5","","418.5","12546"
"Michael Chavis","Red Sox","81","327","295","71","13","2","14","39","43","24","95","4","3","1","",".240",".303",".433",".736",".309","","87","-0.5","-0.3","","-5.9","-2.5","0.3","","413.5","17321"
"Darin Ruf","Giants","33","140","123","32","6","0","5","17","17","13","34","2","1","1","",".258",".336",".428",".764",".325","","102","-0.2","-0.6","","0.1","-2.6","0.2","","596.0","9929"
"Pavin Smith","Diamondbacks","40","161","143","38","7","1","4","19","19","15","25","1","1","1","",".268",".338",".430",".768",".327","","99","-0.2","0.1","","-0.4","-2.8","0.2","","593.8","19892"
"Mike Ford","Yankees","29","119","103","25","5","0","6","16","17","12","24","1","1","0","",".240",".327",".457",".784",".330","","105","-0.1","-0.1","","0.7","-2.9","0.2","","599.5","15585"
"Matt Carpenter","Cardinals","42","178","149","33","8","0","6","22","19","25","48","3","1","1","",".221",".340",".398",".739",".319","","98","-0.5","-1.3","","-1.0","-2.9","0.2","","557.6","8090"
"Jake Bauers","Indians","34","138","119","28","6","0","5","16","16","16","35","1","3","1","",".235",".332",".415",".747",".321","","96","0.0","0.5","","-0.7","-2.4","0.2","","577.5","15194"
"Logan Morrison","","34","137","120","28","5","0","7","18","19","13","32","2","1","0","",".233",".317",".457",".774",".326","","101","-0.2","-0.3","","0.0","-3.6","0.1","","999.0","9205"
"Mitch Moreland","","97","406","357","82","16","1","19","50","56","42","97","3","1","1","",".231",".314",".444",".758",".318","","96","-1.4","0.1","","-3.6","-9.5","0.1","","565.7","3086"
"Edwin Rios","Dodgers","99","394","358","79","16","1","18","47","53","25","140","5","2","1","",".221",".279",".424",".703",".294","","83","-0.4","-3.4","","-9.3","-2.9","0.1","","335.2","18316"
"Matt Beaty","Dodgers","39","158","143","37","8","0","5","19","19","10","27","2","1","1","",".258",".315",".418",".733",".311","","94","-0.1","-0.4","","-1.4","-3.1","0.1","","999.0","17710"
"Ryan Zimmerman","Nationals","28","115","103","26","5","0","5","14","16","10","25","1","1","0","",".252",".320",".450",".770",".324","","97","-0.1","-0.4","","-0.5","-3.0","0.0","","999.0","4220"
"Tyler White","Blue Jays","3","13","11","3","1","0","0","2","2","1","3","0","0","0","",".238",".325",".410",".735",".315","","96","0.0","0.0","","-0.1","-0.3","0.0","","999.0","15564"
"Bobby Bradley","Indians","18","72","64","14","3","0","4","9","10","6","23","1","0","0","",".224",".295",".453",".748",".311","","90","0.0","0.0","","-1.0","-1.5","0.0","","600.8","17278"
"Jose Osuna","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".308",".441",".749",".315","","94","0.0","0.0","","0.0","0.0","0.0","","999.0","12937"
"David Freese","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".331",".414",".744",".319","","96","0.0","0.0","","0.0","0.0","0.0","","999.0","9549"
"Justin Bour","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".323",".424",".746",".316","","94","0.0","0.0","","0.0","0.0","0.0","","999.0","9744"
"Justin Smoak","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".329",".419",".747",".319","","97","0.0","0.0","","0.0","0.0","0.0","","999.0","9054"
"Tyler Austin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".294",".429",".723",".304","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","11850"
"Eric Thames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".320",".422",".742",".315","","94","0.0","0.0","","0.0","0.0","0.0","","999.0","3711"
"John Hicks","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".267",".363",".631",".268","","63","0.0","0.0","","-0.1","0.0","0.0","","999.0","12547"
"Kevin Cron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".305",".448",".753",".315","","94","0.0","0.0","","0.0","0.0","0.0","","999.0","16211"
"Jose Fernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".258",".310",".414",".725",".307","","88","0.0","0.0","","0.0","0.0","0.0","","999.0","19254"
"Danny Valencia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".309",".403",".712",".303","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","6364"
"Greg Bird","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".303",".406",".710",".303","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","14131"
"Ryon Healy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".296",".448",".744",".311","","90","0.0","0.0","","0.0","0.0","0.0","","999.0","15447"
"Daniel Murphy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".312",".415",".727",".307","","88","0.0","0.0","","0.0","0.0","0.0","","599.5","4316"
"Frank Schwindel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".293",".418",".711",".299","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","15351"
"Kennys Vargas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".297",".400",".697",".297","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","12101"
"Jefry Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".290",".400",".690",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","5107"
"Andres Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".294",".347",".641",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","1907"
"Rangel Ravelo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".317",".395",".712",".305","","87","0.0","0.0","","0.0","0.0","0.0","","999.0","10839"
"Tommy Joseph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".288",".417",".704",".297","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","10349"
"Yonder Alonso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".316",".399",".715",".305","","87","0.0","0.0","","0.0","0.0","0.0","","999.0","2530"
"Ryan O'Hearn","Royals","29","120","105","24","5","0","4","14","15","13","33","1","0","0","",".233",".320",".418",".738",".313","","92","-0.2","-0.1","","-1.5","-2.8","0.0","","598.2","16442"
"Brock Stassi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".311",".357",".668",".291","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","12244"
"John Nogowski","Cardinals","4","17","15","4","1","0","0","2","2","2","3","0","0","0","",".254",".336",".388",".724",".314","","95","0.0","0.0","","-0.1","-0.4","0.0","","999.0","16852"
"Joe Mauer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".315",".347",".662",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","1857"
"Steve Pearce","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".301",".377",".678",".292","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","9957"
"Sam Travis","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".296",".358",".654",".282","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","16263"
"Ryder Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".284",".377",".661",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","15982"
"Matt Davidson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".291",".417",".708",".299","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","7226"
"Luis Valbuena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".276",".364",".640",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","4969"
"Patrick Wisdom","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".282",".385",".667",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","13602"
"Brandon Dixon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".275",".383",".658",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","15214"
"Jim Adduci","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".289",".373",".662",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","6448"
"Rob Segedin","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".280",".377",".657",".280","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","11446"
"Byung-ho Park","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".293",".382",".675",".288","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","18497"
"Dae-Ho Lee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".307",".386",".693",".294","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","18722"
"Mike Napoli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".290",".404",".694",".295","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","3057"
"Hanley Ramirez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".298",".389",".687",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","8001"
"Lucas Duda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".290",".392",".682",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","2502"
"Adrian Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".296",".374",".669",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","1908"
"Mark Reynolds","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".297",".366",".663",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","7619"
"Seth Mejias-Brean","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".288",".328",".617",".268","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","13905"
"Peter O'Brien","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".272",".365",".637",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","13288"
"Ryan Rua","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".270",".361",".632",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","12409"
"Matt Skole","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".299",".356",".655",".283","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","12119"
"Adam Lind","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".285",".392",".677",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","8027"
"Scott Van Slyke","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".281",".340",".621",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","4365"
"Ryan Court","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".286",".326",".612",".268","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","12268"
"Taylor Jones","Astros","3","13","12","3","0","0","0","1","1","1","4","0","0","0","",".224",".302",".380",".682",".293","","84","0.0","0.0","","-0.3","-0.3","0.0","","999.0","19533"
"Jose Martinez","Mets","14","57","50","12","2","0","2","7","7","5","13","0","0","0","",".247",".323",".401",".724",".310","","94","0.0","-0.2","","-0.5","-1.5","0.0","","999.0","7996"
"Ryan McBroom","Royals","19","79","71","17","3","0","3","9","9","6","23","1","0","0","",".244",".307",".402",".709",".301","","84","-0.1","-0.1","","-1.8","-1.2","0.0","","597.6","16524"
"Aramis Garcia","Rangers","38","151","138","28","6","0","4","14","15","9","51","1","1","0","",".207",".263",".350",".613",".262","","50","-0.1","0.2","","-9.8","3.3","0.0","","999.0","16925"
"Pablo Sandoval","","10","42","38","10","2","0","2","5","6","3","10","0","0","0","",".248",".305",".433",".739",".310","","88","-0.1","-0.1","","-0.8","-1.0","0.0","","999.0","5409"
"Edwin Encarnacion","","58","248","215","48","8","0","12","31","34","27","64","4","1","0","",".223",".318",".437",".755",".320","","97","-1.1","0.0","","-2.0","-6.8","0.0","","591.3","2151"
"Neil Walker","","26","108","95","22","4","0","3","12","11","11","25","1","1","0","",".233",".316",".370",".686",".297","","82","-0.2","-0.6","","-2.8","-1.5","-0.1","","999.0","7539"
"Lewin Diaz","Marlins","19","76","71","17","3","0","3","8","9","4","17","1","0","0","",".237",".282",".419",".701",".293","","83","0.0","0.1","","-1.8","-1.6","-0.1","","999.0","18365"
"Sherten Apostel","Rangers","10","39","35","8","1","0","1","4","4","3","11","0","0","0","",".222",".287",".380",".667",".285","","66","0.0","0.0","","-1.7","-0.9","-0.1","","999.0","21794"
"Will Craig","Pirates","15","60","54","12","2","0","2","6","7","4","17","1","1","0","",".227",".293",".385",".678",".289","","77","0.0","0.0","","-1.9","-1.3","-0.1","","999.0","19267"
"Ronald Guzman","Rangers","39","154","136","31","6","0","6","17","18","14","43","2","1","0","",".231",".309",".407",".715",".305","","79","-0.2","0.9","","-4.3","-2.3","-0.1","","598.1","14388"
"Jake Noll","Nationals","12","49","46","12","2","0","1","5","5","2","11","0","0","0","",".253",".294",".371",".665",".284","","70","0.0","-0.3","","-2.0","-1.0","-0.1","","999.0","19703"
"Matt Adams","","23","92","84","19","4","0","5","11","13","6","28","1","0","0","",".223",".283",".436",".719",".300","","84","-0.2","0.0","","-2.2","-2.6","-0.2","","999.0","9393"
"Albert Pujols","Angels","102","429","392","96","16","0","17","50","57","30","69","3","1","1","",".245",".302",".422",".724",".305","","89","-2.0","-1.3","","-8.1","-11.0","-0.4","","582.6","1177"
"Chris Davis","Orioles","40","163","143","26","5","0","6","16","17","15","62","2","1","0","",".184",".270",".344",".614",".265","","61","-0.4","-0.6","","-8.4","-3.9","-0.6","","600.8","9272"
"Ian Desmond","Rockies","95","388","349","85","16","2","13","45","46","30","102","3","6","2","",".244",".309",".417",".726",".308","","74","0.1","-3.3","","-13.3","-6.5","-0.7","","557.2","6885"
"Josh Fuentes","Rockies","110","443","414","106","23","2","13","48","52","20","120","4","3","1","",".256",".294",".416",".710",".299","","68","-0.1","2.4","","-19.0","-6.8","-1.1","","490.6","16885"
