"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Jason Delay","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".274",".342",".616",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857222"
"Nick Ciuffo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".269",".326",".595",".258","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","16291"
"Jett Bandy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".268",".349",".617",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","12508"
"Luis Villegas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".272",".336",".608",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547944"
"Logan Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".283",".319",".602",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598265"
"Mike Marjama","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".272",".344",".616",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","12594"
"Tyler Payne","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".271",".350",".620",".266","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876024"
"Austin Bossart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".271",".320",".591",".258","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875667"
"Carlos Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".279",".324",".603",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737214"
"Spencer Kieboom","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".289",".316",".605",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","13300"
"Kellin Deglan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".261",".339",".600",".258","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548189"
"Alexander Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".334",".606",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826656"
"Cooper Goldby","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".266",".311",".577",".252","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738676"
"Jordan Procyshen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".272",".330",".603",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829345"
"Taylor Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".294",".318",".612",".268","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","12782"
"Renae Martinez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".278",".336",".613",".266","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004255"
"Nick Rickles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".263",".350",".612",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546837"
"Ronnie Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".275",".328",".603",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658013"
"Oscar Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".266",".348",".615",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","13490"
"Kungkuan Giljegiljaw","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".269",".334",".603",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830277"
"David Rodriguez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".268",".320",".588",".255","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735825"
"Andres Sotillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".272",".327",".599",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657546"
"Wilkin Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".270",".344",".615",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","5124"
"Tim Federowicz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".269",".334",".603",".260","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","8609"
"Alberto Mineo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".279",".314",".593",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa660295"
"Jan Vazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".280",".311",".590",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501536"
"Jesus Sucre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".283",".339",".621",".268","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","5942"
"Stephen McGee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".285",".295",".580",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737919"
"Patrick Cantwell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".279",".310",".589",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602546"
"Bobby Wilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".258",".315",".572",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","6564"
"Anthony Recker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".345",".617",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","4063"
"Charlie Madden","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".342",".604",".259","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918568"
"Mitch Ghelfi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".272",".317",".589",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875890"
"Chris Gimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".275",".310",".586",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","7324"
"Roberto Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".319",".591",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548359"
"A.J. Ellis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".295",".330",".625",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","5677"
"Austin Rei","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".276",".314",".589",".258","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659079"
"Rodrigo Vigil","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".270",".322",".592",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547818"
"John Hicks","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".268",".363",".631",".268","","63","0.0","0.0","","-0.1","0.0","0.0","","999.0","12547"
"Hamlet Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".268",".317",".586",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597218"
"Alex Kowalczyk","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".265",".323",".588",".255","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918272"
"Cameron Rupp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".277",".348",".625",".271","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","11146"
"Marcus Littlewood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".268",".318",".586",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548261"
"Francisco Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".284",".289",".572",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa505229"
"Brett Sullivan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".290",".370",".660",".282","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857232"
"Brady Policelli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".262",".316",".578",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918279"
"Arden Pabst","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".261",".336",".597",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa858812"
"Max McDowell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".281",".306",".587",".259","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875626"
"Cooper Hummel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".314",".368",".682",".297","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918412"
"Jose Lobaton","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".268",".332",".600",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","4243"
"Chris Iannetta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".295",".337",".632",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","8267"
"Brian Navarreto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".257",".324",".582",".250","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","16398"
"Miguel Amaya","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".268",".320",".588",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917354"
"Scott Manea","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".254",".303",".557",".243","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829837"
"Gavin Collins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".262",".327",".589",".254","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857219"
"Arvicent Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".261",".324",".586",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa655950"
"Ivan Herrera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".265",".312",".577",".251","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003191"
"Garrett Kennedy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".269",".301",".570",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875722"
"Dustin Houle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".272",".299",".571",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598106"
"Jonathan Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".275",".313",".589",".257","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875808"
"Jakson Reetz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".273",".316",".589",".258","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828796"
"Mac James","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".277",".287",".563",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829039"
"Jin-De Jhang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".267",".310",".577",".250","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa653546"
"Alfredo Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".277",".290",".567",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","14267"
"John Riley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".260",".312",".572",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738650"
"Sal Giardina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".268",".304",".572",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829575"
"Erick Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".305",".571",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658211"
"Jose Queliz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".261",".309",".570",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658848"
"Christian Kelley","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".266",".306",".572",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875583"
"Cassidy Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".259",".307",".566",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872712"
"Evan Gattis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".294",".442",".737",".309","","89","0.0","0.0","","0.0","0.0","0.0","","999.0","11003"
"Hendrik Clementina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".246",".332",".578",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828422"
"Carlos Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".255",".294",".550",".239","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828577"
"Michael Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".243",".310",".553",".238","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918049"
"Chris Stewart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".273",".310",".583",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","3878"
"Chris Williams","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".252",".304",".557",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007028"
"Chris Rabago","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".292",".331",".623",".271","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829062"
"Chuckie Robinson","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".259",".326",".585",".252","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918471"
"Tony Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".258",".321",".579",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","2802"
"Norberto Susini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".263",".293",".556",".246","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599831"
"Alberto Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".268",".300",".568",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","7125"
"Chris Okey","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".258",".325",".583",".252","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738505"
"Gabriel Moreno","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".244",".314",".558",".239","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003226"
"Juan Centeno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".283",".325",".608",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","7168"
"Tuffy Gosewisch","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".264",".302",".566",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","5277"
"Anthony Dimino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".265",".285",".550",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875888"
"Jon Rosoff","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".254",".296",".550",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007635"
"Brett Austin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".261",".283",".544",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597795"
"Christopher Bec","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".257",".278",".535",".237","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006727"
"Hunter Feduccia","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".257",".287",".543",".238","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007872"
"Matt Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".259",".306",".565",".247","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874481"
"Adam Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".259",".304",".563",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","9362"
"Michael Papierski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".255",".260",".515",".231","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829203"
"Henri Lartigue","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".258",".300",".558",".245","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918028"
"Matt Winn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".256",".292",".548",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa858059"
"Ryan Scott","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".257",".286",".543",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738447"
"Nate Esposito","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".253",".294",".547",".238","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602817"
"Collin Theroux","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".243",".277",".520",".231","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876102"
"Jake Romanski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".254",".302",".556",".241","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738897"
"Nate Nolan","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".241",".292",".533",".232","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918101"
"Roldani Baldwin","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".245",".318",".563",".242","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828313"
"Francisco Arcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".258",".311",".569",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","10286"
"Kole Cottam","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".253",".301",".554",".241","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006780"
"Wilson Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".286",".400",".686",".289","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa596287"
"Mario Feliciano","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".245",".321",".566",".243","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917954"
"Chuck Moorman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".253",".288",".541",".238","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658355"
"Parker Morin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".252",".295",".548",".238","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658263"
"Rodolfo Duran","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".240",".327",".566",".242","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877500"
"Gianpaul Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".250",".292",".542",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829276"
"Robert Mullen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".242",".308",".550",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737644"
"Steven Baron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".261",".287",".548",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","9787"
"Deon Stafford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".252",".290",".541",".237","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915865"
"Yohel Pozo","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".252",".315",".567",".244","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828445"
"Joey Roach","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".243",".272",".515",".225","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918726"
"Edgar Cabral","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".250",".298",".548",".239","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738507"
"Jason Lopez","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".239",".288",".527",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872552"
"Jose Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".260",".281",".541",".239","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830295"
"Ian Rice","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".302",".347",".648",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658968"
"Ben Breazeale","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".257",".268",".525",".233","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002753"
"Chris Betts","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".231",".281",".513",".224","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874791"
"Rocky Gale","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".248",".292",".540",".234","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","10533"
"Santiago Chavez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".248",".284",".532",".232","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657706"
"Fabian Pena","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".236",".294",".531",".229","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007303"
"Joe Hudson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".252",".290",".542",".238","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","14412"
"MJ Melendez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".237",".290",".528",".230","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004139"
"Daniel Fajardo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".245",".287",".531",".231","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657408"
"Sebastian Rivero","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".243",".283",".527",".229","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917021"
"Payton Henry","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".242",".304",".546",".236","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918019"
"Zacrey Law","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".245",".281",".526",".230","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829413"
"David Fry","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".241",".305",".547",".236","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006787"
"Colton Plaia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".247",".281",".529",".231","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658920"
"Sharif Othman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".241",".288",".530",".231","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa578858"
"Dennis Ortega","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".245",".279",".523",".229","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828381"
"Sam McMillan","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".250",".259",".509",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004277"
"David Sheaffer","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".226",".282",".508",".220","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006846"
"Jeff Arnold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".246",".272",".519",".230","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549361"
"Alex Dunlap","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".254",".280",".535",".236","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004878"
"JJ Schwarz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".234",".265",".499",".219","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008391"
"Elih Marrero","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".242",".289",".531",".231","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007822"
"Colby Fitch","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".255",".265",".520",".233","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915614"
"Mike Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".245",".277",".523",".230","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829667"
"Donny Sands","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".239",".269",".508",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875201"
"Tyler Marlette","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".285",".356",".642",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597836"
"Tre Todd","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".238",".271",".509",".225","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008283"
"Joel Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".247",".270",".517",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737204"
"Raul Hernandez","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".247",".276",".523",".229","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873181"
"Nick Hundley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".261",".355",".616",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","3376"
"Josh Breaux","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".222",".295",".517",".222","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008051"
"Chase Vallot","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".235",".277",".512",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828684"
"Bo Naylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".238",".289",".527",".228","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008247"
"Yojhan Quevedo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".234",".289",".523",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596365"
"Ryan Casteel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".280",".363",".643",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549286"
