PlayerName,NFBC_ADP,playerid
Hyeon-jong Yang,747.6,NA
Nick Heath,747.63,19577
Owen Miller,747.67,sa3006673
Derek Holland,747.68,4141
Sam Delaplane,747.7,sa3004222
Marco Luciano,747.7,NA
Peter Solomon,747.89,NA
Derek Fisher,747.9,16192
Zac Lowther,747.9,sa915645
Greg Allen,747.94,16623
Greg Allen,747.94,16623
Devin Smeltzer,747.99,19487
Jason Adam,748.02,11861
Jake Marisnick,748.13,11339
Yoshihisa Hirano,748.22,19756
Joe Palumbo,748.25,NA
Hunter Greene,748.26,NA
Ryne Stanek,748.29,15947
Ken Giles,748.31,NA
Justin Topa,748.35,15145
Rylan Bannon,748.35,NA
Tyler Ivey,748.36,sa3004574
Blake Taylor,748.36,16418
Tony Wolters,748.39,11470
Blake Cederlind,748.44,20344
Dustin Fowler,748.44,17098
Justin Wilson,748.48,4301
Chris Devenski,748.5,12763
CJ Abrams,748.53,NA
Darren O'Day,748.54,3321
Mike Leake,748.58,10130
Reid Detmers,748.59,NA
Touki Toussaint,748.59,16929
Jonathan Arauz,748.6,20275
Michael Feliz,748.62,11903
Wil Crowe,748.64,19800
Brett Phillips,748.66,14735
Kyle Holder,748.66,sa857840
Jason Kipnis,748.67,9776
Ryan Zimmerman,748.71,4220
Dennis Santana,748.72,17878
Bruce Zimmermann,748.82,20370
Yency Almonte,748.85,15068
Elehuris Montero,748.87,NA
Anthony Misiewicz,748.87,18152
Noe Ramirez,748.91,12800
Tomas Nido,748.95,13755
Dylan Floro,748.99,13394
Jose Martinez,748.99,7996
Jon Duplantier,749.05,19546
Jordan Yamamoto,749.07,17585
Welington Castillo,749.09,3256
Seth Romero,749.11,21333
Yonathan Daza,749.13,15794
Felix Hernandez,749.14,4772
Shane Baz,749.16,NA
Reese McGuire,749.16,15674
Zack Thompson,749.17,NA
Taylor Walls,749.18,sa915802
Luke Jackson,749.21,11752
Yoan Lopez,749.24,17181
Max Meyer,749.27,NA
Edmundo Sosa,749.29,17022
Brian O'Grady,749.32,16729
Jose Osuna,749.32,12937
Thomas Szapucki,749.33,NA
Sam Coonrod,749.33,17264
Trevor Cahill,749.39,6249
Yermin Mercedes,749.4,17423
Joe Kelly,749.43,9761
Wyatt Mathisen,749.45,14555
Asa Lacy,749.45,NA
Yonny Chirinos,749.46,NA
Ljay Newsome,749.47,19942
Andy Young,749.51,19521
Taylor Widener,749.51,19266
Chris Davis,749.56,9272
Chadwick Tromp,749.57,NA
Miguel Castro,749.59,15684
Travis Swaggerty,749.61,sa3007512
Nick Burdi,749.61,NA
Deivy Grullon,749.66,15988
Tyler Alexander,749.7,17735
Alex Vesia,749.72,25007
Miguel Amaya,749.73,sa917354
Caleb Ferguson,749.75,NA
Bailey Ober,749.75,NA
Aaron Schunk,749.76,NA
Joey Cantillo,749.79,NA
Travis Jankowski,749.79,13768
Sam Tuivailala,749.8,NA
C.J. Chatham,749.83,sa873984
Jonathan Lucroy,749.87,7870
Asher Wojciechowski,749.9,NA
Jordan Zimmermann,749.94,4505
Gio Gonzalez,749.96,7448
Cody Ponce,749.96,17920
P.J. Higgins,749.97,sa875573
Robinson Cano,749.97,3269
Drew Rasmussen,749.98,25385
Ervin Santana,750,3200
Tim Peterson,750.01,NA
Phillip Ervin,750.03,14738
Beau Burrows,750.03,18873
Johan Oviedo,750.04,22487
Jacob Webb,750.04,19274
Jerad Eickhoff,750.05,NA
J.B. Bukauskas,750.08,sa829263
Nick Gonzales,750.08,NA
Yerry Rodriguez,750.09,NA
Ryan Tepera,750.09,10291
Melky Cabrera,750.11,4022
Aaron Bracho,750.13,NA
Tyler Clippard,750.14,5640
Ben Gamel,750.17,12160
Brock Holt,750.17,9345
Aramis Garcia,750.19,16925
Austin Pruitt,750.19,15290
Cameron Maybin,750.2,5223
Adonis Medina,750.2,19903
Taylor Williams,750.22,14899
Howie Kendrick,750.24,4229
Tommy Doyle,750.28,21281
Luis Cessa,750.28,13345
Carlos Hernandez,750.28,22713
Jose Briceno,750.29,13151
Brandon Drury,750.3,11615
Jeurys Familia,750.32,5114
Geraldo Perdomo,750.32,sa3003290
Shaun Anderson,750.34,19453
Matt Joyce,750.36,3353
Jed Lowrie,750.36,4418
Duane Underwood Jr.,750.36,14677
Dan Winkler,750.36,12237
DL Hall,750.4,sa3005282
Taylor Hearn,750.41,18325
Zack Burdi,750.42,19159
Alec Bettinger,750.42,sa873670
Ian Kennedy,750.43,6986
Michael Baumann,750.44,sa829681
Nick Gordon,750.44,sa828662
Brice Turang,750.47,sa3008294
Santiago Espinal,750.48,19997
Kyle Nelson,750.49,20515
Grant Dayton,750.49,11203
Ryan Rolison,750.51,sa3008244
Eli Morgan,750.52,sa915827
Tyler Zuber,750.52,20379
Ivan Herrera,750.52,sa3003191
Sam Selman,750.53,13397
Matt Magill,750.55,3950
Tucker Davidson,750.55,19871
Jake Noll,750.56,19703
Jalen Beeks,750.56,NA
Wilmer Difo,750.57,14320
Matt Kemp,750.59,5631
Jimmy Nelson,750.59,10547
Daniel Robertson,750.59,14145
Ryan Vilade,750.6,sa3004256
Carl Edwards Jr.,750.61,13607
Domingo Santana,750.64,10348
Kevan Smith,750.64,12284
Braden Shewmake,750.66,sa3010332
Billy McKinney,750.67,15654
Bubba Starling,750.67,13356
Will Craig,750.68,19267
Jarrod Dyson,750.68,4866
Ronaldo Hernandez,750.69,sa881850
Corey Ray,750.7,sa738510
Carlos Estevez,750.7,14542
Bryan Mata,750.71,NA
Jonathan Stiever,750.71,24584
Brennen Davis,750.71,sa3007876
Shawn Armstrong,750.72,12857
Sean Hjelle,750.72,sa3007989
Haruki Nishikawa,750.74,NA
Jorge Lopez,750.74,14527
Kody Hoese,750.75,NA
Garrett Stubbs,750.75,18067
Estevan Florial,750.75,19151
Ivan Nova,750.75,1994
Greg Garcia,750.75,10951
Sean Newcomb,750.75,16943
Corbin Carroll,750.76,NA
Tyson Miller,750.76,19976
Zach Reks,750.76,sa3004166
Colin Rea,750.77,NA
Emerson Hancock,750.77,NA
Matt Wieters,750.77,4298
Daniel Espino,750.79,NA
Trevor Gott,750.79,15046
Luis Rengifo,750.79,19858
John Brebbia,750.8,12777
Cade Cavalli,750.8,NA
Trent Thornton,750.81,17948
Lucius Fox,750.82,sa914200
Akil Baddoo,750.82,sa917953
Sam McWilliams,750.83,sa829124
Huascar Ynoa,750.83,20468
David Bednar,750.83,19569
Franklin Perez,750.83,NA
Ryan Hendrix,750.83,sa738145
Ethan Small,750.84,NA
Danny Mendick,750.84,18889
Harold Ramirez,750.85,14387
Adolis Garcia,750.85,19287
Kyle Isbel,750.86,sa3006861
Daniel Alvarez,750.86,NA
Mark Mathias,750.86,18032
Rafael Marchan,750.86,21646
Jay Groome,750.86,NA
Jackson Rutledge,750.87,NA
Michael Busch,750.87,NA
Brandon Bielak,750.87,19866
Angel Rondon,750.87,sa917908
Dan Straily,750.88,NA
Bailey Falter,750.89,NA
Chasen Shreve,750.89,10855
Neftali Feliz,750.89,18
Riley Greene,750.89,sa3010694
Cody Reed,750.9,15232
Tommy Kahnle,750.9,11384
Connor Joe,750.9,16572
Lewis Thorpe,750.91,15906
Mickey Moniak,750.91,19956
Blake Parker,750.91,5224
Pablo Sandoval,750.92,5409
Nick Neidert,750.92,18699
Bryce Ball,750.93,NA
Justin Smoak,750.93,9054
Jeffrey Springs,750.93,17677
Vimael Machin,750.93,17684
Andrew Velazquez,750.94,14196
Nick Mears,750.94,25376
Kyle Muller,750.94,sa917931
Wade Davis,750.94,7441
Cesar Puello,750.95,7216
Chris Rodriguez,750.95,NA
Odubel Herrera,750.95,11476
Sean Reid-Foley,750.96,17034
Shelby Miller,750.96,10197
Jhoulys Chacin,750.97,2608
Ashton Goudeau,750.97,15139
Ben Bowden,750.97,sa873701
Tony Santillan,750.98,sa874781
Terrin Vavra,750.98,sa3007643
Luis Gil,750.98,NA
Travis Demeritte,750.98,15958
Braden Bishop,750.99,17806
Kevin Cron,750.99,16211
A.J. Pollock,NA,9256
A.J. Pollock,NA,9256
Nicholas Castellanos,NA,11737
Nicholas Castellanos,NA,11737
Giovanny Urshela,NA,10681
Giovanny Urshela,NA,10681
Enrique Hernandez,NA,10472
Enrique Hernandez,NA,10472
Daniel Johnson Jr.,NA,19643
Daniel Johnson Jr.,NA,19643
Jordan Patterson,NA,15119
Eric Campbell,NA,6938
Brandon Snyder,NA,9856
Joey Meneses,NA,sa604598
Juniel Querecuto,NA,12140
Francisco Pena,NA,8298
D.J. Stewart,NA,17766
D.J. Stewart,NA,17766
Tomas Telis,NA,10067
Dustin Pedroia,NA,8370
Trayce Thompson,NA,9952
Collin Cowgill,NA,7250
Johnny Davis,NA,15830
Brandon Guyer,NA,2636
Ryan Boldt,NA,sa738262
Shed Long,NA,16542
Shed Long,NA,16542
Cedric Mullins II,NA,17929
Cedric Mullins II,NA,17929
Dee Gordon,NA,8203
Zack Granite,NA,15343
Eduardo Nunez,NA,6848
Pete Kozma,NA,2539
Derek Dietrich,NA,10542
Ronny Rodriguez,NA,11875
Yoshitomo Tsutsugo,NA,27459
Yoshitomo Tsutsugo,NA,27459
Terrance Gore,NA,13658
Bruce Maxwell,NA,13866
Pablo Reyes,NA,16357
Keon Broxton,NA,9253
Arismendy Alcantara,NA,10711
Frank Schwindel,NA,15351
Abiatal Avelino,NA,15496
Socrates Brito,NA,12944
Mikie Mahtook,NA,13130
Mac Williamson,NA,14158
Mike Gerber,NA,16115
Eric Thames,NA,3711
Alen Hanson,NA,12926
Tommy Joseph,NA,10349
Erick Mejia,NA,15817
John Andreoli,NA,13012
Rusney Castillo,NA,17016
Matt Davidson,NA,7226
Brian Dozier,NA,9810
Mason Williams,NA,11859
Jose Rondon,NA,14140
Christian Colon,NA,11145
Rosell Herrera,NA,11611
Boog Powell,NA,15103
Corban Joseph,NA,5503
Abraham Almonte,NA,5486
Kean Wong,NA,15994
Dawel Lugo,NA,14713
Patrick Wisdom,NA,13602
Raudy Read,NA,15766
Sam Travis,NA,16263
Lane Adams,NA,10767
Ryan LaMarre,NA,10700
Phil Gosselin,NA,10953
Rajai Davis,NA,3708
T.J. Rivera,NA,12495
Rangel Ravelo,NA,10839
Yasmany Tomas,NA,17171
Josh Thole,NA,9689
Kevin Kramer,NA,17689
Brandon Dixon,NA,15214
Jasrado Chisholm,NA,20454
Jasrado Chisholm,NA,20454
Yonder Alonso,NA,2530
Adrian Sanchez,NA,11338
Gabriel Guerrero,NA,14528
Jim Adduci,NA,6448
Emilio Bonifacio,NA,4054
Nick Martini,NA,12005
Jose  Garcia,NA,23378
Jose  Garcia,NA,23378
Joey Rickard,NA,13277
Jaycob Brugman,NA,14936
Mark Zagunis,NA,16565
Jorge Bonifacio,NA,12174
Wilfredo Tovar,NA,10416
Brandon Barnes,NA,629
Manuel Melendez,NA,sa828329
Charlie Tilson,NA,12983
Jake Elmore,NA,7290
Adeiny Hechavarria,NA,10459
Jack Reinheimer,NA,14938
Xavier Edwards,NA,sa3007018
Max Schrock,NA,17750
Drew Robinson,NA,11761
Gavin Cecchini,NA,17005
Francisco Cervelli,NA,5275
Steve Wilkerson,NA,16041
Shane Robinson,NA,4249
Dylan Cozens,NA,15115
Jesmuel Valentin,NA,14548
Humberto Arteaga,NA,13595
Austin Dean,NA,18288
Hunter Pence,NA,8252
Ramon Flores,NA,11165
Dalton Pompey,NA,12797
Marco Hernandez,NA,13154
Luis Sardinas,NA,13153
Andrew Romine,NA,1159
Carlos Gonzalez,NA,7287
J.T. Riddle,NA,17642
O'Koyea Dickson,NA,12677
Tyler Heineman,NA,13897
Juan Lagares,NA,5384
Kelby Tomlinson,NA,13005
Jacob Robson,NA,sa658804
John Hicks,NA,12547
Robel Garcia,NA,13167
Cristhian Adames,NA,6013
Braxton Lee,NA,16839
Brian Miller,NA,sa915826
JB Shuck,NA,6677
Ryon Healy,NA,15447
Justin Bour,NA,9744
Ryan Cordell,NA,15181
Leonys Martin,NA,11846
Nicky Delmonico,NA,13157
Eric Stamets,NA,13795
David Freese,NA,9549
Lonnie Chisenhall,NA,7571
Rafael Bautista,NA,15769
Matt Szczur,NA,11255
Jacob Hannemann,NA,15644
Richard Urena,NA,16411
Craig Gentry,NA,9571
Jose Pirela,NA,5485
Addison Russell,NA,14106
Logan Morrison,NA,9205
Eric Young Jr.,NA,7158
Yadiel Rivera,NA,11863
Rymer Liriano,NA,4779
Simon Muzziotti,NA,sa917376
Matt Reynolds,NA,13788
Michael Gettys,NA,sa828692
Daniel Descalso,NA,8392
Guillermo Heredia,NA,18721
Adam Jones,NA,6368
Gerardo Parra,NA,8553
Andres Blanco,NA,1907
Carlos Gomez,NA,4881
Jett Bandy,NA,12508
Tyler Saladino,NA,10807
Rob Refsnyder,NA,13770
Dilson Herrera,NA,14335
Matt Hearn,NA,sa918523
Forrest Wall,NA,sa828682
Cody Asche,NA,11997
Ryan Court,NA,12268
Jarrett Parker,NA,11624
Ryan Lavarnway,NA,8879
Cory Spangenberg,NA,12294
Gordon Beckham,NA,9015
Tzu-Wei Lin,NA,14678
Mike Freeman,NA,11241
Ben Zobrist,NA,7435
Wilson Garcia,NA,sa596287
Nick Dini,NA,18206
Ezequiel Carrera,NA,9048
Yangervis Solarte,NA,5352
Tim Federowicz,NA,8609
Gilberto Celestino,NA,sa914313
Matt Duffy,NA,13836
Drew Avans,NA,sa3006937
Steven Kwan,NA,sa3008536
Daniel Palka,NA,14897
Ben Ruta,NA,sa918694
Mark Payton,NA,16042
Jung Ho Kang,NA,17182
Alejandro De Aza,NA,3371
Johneshwy Fargas,NA,sa737941
Alan Trejo,NA,sa3002726
Tyler Austin,NA,11850
Rob Brantly,NA,10655
Jon Jay,NA,5227
Tony Renda,NA,13443
Taylor Davis,NA,12782
Hanley Ramirez,NA,8001
Travis Jones,NA,sa829805
Ildemaro Vargas,NA,13324
Stephen Wrenn,NA,sa738419
Michael Reed,NA,13228
Steven Duggar,NA,17719
TJ Friedl,NA,sa943754
Cheslor Cuthbert,NA,10473
Chavez Young,NA,sa918963
Sherman Johnson,NA,13906
Isaac Galloway,NA,5238
Brewer Hicklen,NA,sa3004159
Billy Burns,NA,12701
Kristopher Negron,NA,5306
Danny Woodrow,NA,sa918257
Juan Centeno,NA,7168
Ivan Castillo,NA,sa657222
Vance Vizcaino,NA,sa658828
Chase d'Arnaud,NA,6652
Gabriel Arias,NA,sa3004047
Ben DeLuzio,NA,sa737626
Kyle Garlick,NA,18063
Eli White,NA,19346
Bryce Johnson,NA,sa3004753
Travis Taijeron,NA,11935
Jamie Westbrook,NA,sa737824
Henry Ramos,NA,sa548440
Michael Siani,NA,sa3008182
Gregor Blanco,NA,3123
Drew Ferguson,NA,sa875766
Steve Pearce,NA,9957
Jake Smolinski,NA,5408
Nick Franklin,NA,10166
Aaron Altherr,NA,11270
Dairon Blanco,NA,sa3005386
Mitch Longo,NA,sa874178
Cam Perkins,NA,13444
Brock Stassi,NA,12244
Mason McCoy,NA,sa3002758
Kennys Vargas,NA,12101
Zack Short,NA,sa873287
Brennon Lund,NA,sa857730
Noel Cuevas,NA,11894
Christopher Bostick,NA,13718
Alek Thomas,NA,sa3006892
Anthony Garcia,NA,sa502038
Cal Stevenson,NA,sa3006871
Ramon Torres,NA,14113
Michael Hermosillo,NA,16285
Donovan Casey,NA,sa915654
Jeremy Pena,NA,sa876320
Blake Swihart,NA,13176
Rafael Ortega,NA,10323
Manuel Geraldo,NA,sa827970
Patrick Kivlehan,NA,13910
Alcides Escobar,NA,6310
Cole Peterson,NA,sa3003965
Scott Heineman,NA,14453
Justin Toerner,NA,sa3006735
Taylor Motter,NA,12399
J.J. Matijevic,NA,sa829488
Gorkys Hernandez,NA,4146
Bryan De La Cruz,NA,sa828304
Russell Martin,NA,4616
Carlos Asuaje,NA,15197
Justin Dean,NA,sa3007070
Preston Tucker,NA,13633
Johnny Field,NA,15048
Conner Capel,NA,sa918012
Zach Vincej,NA,13269
Ryan Howard,NA,sa857225
Juan Graterol,NA,5398
Buddy Reed,NA,sa738683
Eric Haase,NA,14111
Eric Haase,NA,14111
Ryder Jones,NA,15982
Carl Chester,NA,sa829813
Danny Espinosa,NA,9219
Mark Reynolds,NA,7619
Chris Sharpe,NA,sa3004726
Jose Lobaton,NA,4243
Jose Azocar,NA,sa735839
Blake Perkins,NA,sa874806
Cameron Rupp,NA,11146
Lucas Duda,NA,2502
Dixon Machado,NA,11472
Brock Deatherage,NA,sa3006848
Lars Nootbaar,NA,sa3006649
Gabriel Maciel,NA,sa919532
Matt Skole,NA,12119
Logan Forsythe,NA,7185
Laz Rivera,NA,sa3004128
Raffy Lopez,NA,12606
Kevin Merrell,NA,sa915707
Erik Kratz,NA,4403
Michael Davis,NA,sa3008248
Eric Filia,NA,sa827359
Eduard Pinto,NA,sa579381
Nate Orf,NA,15407
Jimmy Herron,NA,sa3008183
Wilkin Castillo,NA,5124
Kaleb Cowart,NA,11494
Jesus Sucre,NA,5942
Jeisson Rosario,NA,sa3004146
Steele Walker,NA,sa3008306
Jordy Mercer,NA,6547
Tyler Krieger,NA,sa658994
Jack Lopez,NA,sa598270
Shane Peterson,NA,7423
Josh Stephen,NA,sa918203
Victor Victor Mesa,NA,sa3008602
Drew Weeks,NA,sa602429
Justin Williams,NA,15490
Chad Spanberger,NA,sa3004242
Trenton Brooks,NA,sa873268
Seth Mejias-Brean,NA,13905
Yadiel Hernandez,NA,19334
Ryan Flaherty,NA,7888
Oscar Hernandez,NA,13490
Peter Bourjos,NA,2578
Miles Mastrobuoni,NA,sa918318
Daniel Pinero,NA,sa738204
Matt Adams,NA,9393
Osvaldo Duarte,NA,sa828299
Ruben Tejada,NA,5519
Xavier Fernandez,NA,sa737922
Chad De La Guerra,NA,sa875729
Andrew Toles,NA,13414
Jimmy Kerrigan,NA,sa3005235
Jodd Carter,NA,sa829534
Mark Trumbo,NA,6876
Andy Sugilio,NA,sa828414
Lorenzo Quintana,NA,sa3005394
Jason Krizan,NA,sa546842
Neil Walker,NA,7539
Aldrem Corredor,NA,sa736852
Michael Gigliotti,NA,sa915700
Darnell Sweeney,NA,13284
Luis Aviles Jr.,NA,sa738445
Chase Calabuig,NA,sa3006927
Cal Mitchell,NA,sa3004258
Francisco Arcia,NA,10286
Ryan Goins,NA,9807
Errol Robinson,NA,sa857819
Sean Bouchard,NA,sa915652
Dom Thompson-Williams,NA,sa829483
Carlos Rincon,NA,sa917319
Cornelius Randolph,NA,sa874241
Chris Iannetta,NA,8267
Dillon Thomas,NA,sa597958
Freudis Nova,NA,sa3003195
Alfredo Rodriguez,NA,sa922180
Spencer Kieboom,NA,13300
Drew Maggi,NA,sa549144
Cody Thomas,NA,sa738459
Corey Julks,NA,sa913274
Jacob Rhinesmith,NA,sa3006729
Rocky Gale,NA,10533
Johan Mieses,NA,sa747574
Stone Garrett,NA,sa829117
Alex Blandino,NA,16271
Narciso Crook,NA,sa738300
Kelvin Gutierrez,NA,17468
Esteban Quiroz,NA,sa596560
Michael De Leon,NA,sa823925
Bryant Packard,NA,sa3010590
Oswaldo Cabrera,NA,sa916954
Adam Rosales,NA,9682
Jhonny Pereda,NA,sa735866
Ronald Torreyes,NA,11400
Nick Hundley,NA,3376
Jacob Amaya,NA,sa3005081
Yanio Perez,NA,sa975161
Ryan Casteel,NA,sa549286
Jake McCarthy,NA,sa3007015
Jake Meyers,NA,sa3004621
Eduardo Diaz,NA,sa917182
Mat Batten,NA,sa3004179
Mario Feliciano,NA,sa917954
Casey Golden,NA,sa873997
Cliff Pennington,NA,3395
Brock Lundquist,NA,sa3002834
Luis Liberato,NA,sa737020
Kade Scivicque,NA,sa875053
Diosbel Arias,NA,sa3005308
Bryson Brigman,NA,sa829857
Thairo Estrada,NA,16426
Lazaro Armenteros,NA,sa969091
Ryan Dorow,NA,sa3004295
Aramis Ademan,NA,sa917352
Drew Jackson,NA,17807
Alberto Rosario,NA,7125
Will Benson,NA,sa917927
Orlando Martinez,NA,sa3006664
Malquin Canelo,NA,sa657479
Ryan Fitzgerald,NA,sa3006218
Tyler Neslony,NA,sa918131
LaMonte Wade Jr.,NA,18126
Chris Stewart,NA,3878
Nolan Fontana,NA,13267
Riley Delgado,NA,sa3004934
Jancarlos Cintron,NA,sa3004065
Robbie Glendinning,NA,sa3004978
Bligh Madris,NA,sa3004165
Jeison Guzman,NA,sa914314
Austin Listi,NA,sa3004170
Michael Beltre,NA,sa736945
Charlie Culberson,NA,3298
Blake Trahan,NA,17588
Deven Marrero,NA,13325
Quinn Brodey,NA,sa829783
Mitch Walding,NA,13006
Tyler Friis,NA,sa915593
Matt Thaiss,NA,19318
Breyvic Valera,NA,12758
Trace Loehr,NA,sa829044
Clayton Daniel,NA,sa3007646
Bobby Wilson,NA,6564
Zach Jarrett,NA,sa3002883
Hunter Cole,NA,sa603087
Robbie Podorsky,NA,sa3004066
Jose Devers,NA,sa3003295
Tristen Lutz,NA,sa3004968
Luis Carpio,NA,sa827960
Luke Morgan,NA,sa3006683
Taylor Snyder,NA,sa738930
Jace Peterson,NA,12325
KJ Harrison,NA,sa829382
Matt Lipka,NA,sa548175
Ryan Noda,NA,sa873960
Ray-Patrick Didder,NA,sa736824
Greyson Jenista,NA,sa3007044
Yohel Pozo,NA,sa828445
Nick Maton,NA,sa876186
Aaron Whitefield,NA,19938
Jermaine Palacios,NA,sa828886
Brady Policelli,NA,sa918279
Rene Rivera,NA,3648
Taylor Gushue,NA,sa827360
Steven Baron,NA,9787
Zack Cozart,NA,2616
Michael Stefanic,NA,sa3008479
Brian Serven,NA,sa857231
Camden Duzenack,NA,sa873988
Ben Rortvedt,NA,sa917942
Elier Hernandez,NA,sa659238
Chris Rabago,NA,sa829062
Dominic Miroglio,NA,sa739013
Connor Kopach,NA,sa3006791
Engelb Vielma,NA,15481
Arquimedes Gamboa,NA,sa877497
Jefrey Ramos,NA,sa923039
Elliot Soto,NA,11155
Rodolfo Duran,NA,sa877500
Victor Acosta,NA,sa736917
Jamie Ritchie,NA,sa829058
John Nogowski,NA,16852
Rodolfo Castro,NA,sa917362
Alfredo Gonzalez,NA,14267
Riley Adams,NA,sa829749
Adam Moore,NA,9362
Taylor Kohlwey,NA,sa918457
Joe Dunand,NA,sa3005360
Tuffy Gosewisch,NA,5277
Martin Cervenka,NA,sa492636
Jerar Encarnacion,NA,sa943817
Luis Barrera,NA,sa736690
Griffin Conine,NA,sa876060
Peter Mooney,NA,sa503239
Ernie Clement,NA,sa915732
Jake Hager,NA,sa600840
Jake Gatewood,NA,sa828685
Nick Allen,NA,sa3004723
Jeren Kendall,NA,sa829529
Richie Martin Jr.,NA,17736
Tres Barrera,NA,19977
Brian O'Keefe,NA,sa829152
Tyler Ramirez,NA,sa873260
Brian Rey,NA,sa3007307
Domingo Leyba,NA,16404
David Freitas,NA,10619
Jack Kruger,NA,sa918429
Gavin Collins,NA,sa857219
Taylor Featherston,NA,12590
Omar Estevez,NA,sa914242
Sandro Fabian,NA,sa872803
Kungkuan Giljegiljaw,NA,sa830277
Ryan Grotjohn,NA,sa3003964
Andruw Monasterio,NA,sa830359
Chad Sedio,NA,sa918611
Brett Eibner,NA,11369
Tyler Payne,NA,sa876024
Vince Fernandez,NA,sa873990
Jose Godoy,NA,sa657267
Connor Scott,NA,sa3008080
Alejandro Salazar,NA,sa827937
Luke Burch,NA,sa3003950
Bengie Gonzalez,NA,sa454764
Chuckie Robinson,NA,sa918471
Scott Hurst,NA,sa915819
Cooper Hummel,NA,sa918412
Parker Meadows,NA,sa3007943
Stuart Turner,NA,15207
Rayder Ascanio,NA,sa735861
Jack Mayfield,NA,15402
Jax Biggers,NA,sa3008251
Josh Phegley,NA,9308
Jakson Reetz,NA,sa828796
Nick Ciuffo,NA,16291
Ford Proctor,NA,sa876187
Renae Martinez,NA,sa3004255
Mikey White,NA,sa658966
Heath Quinn,NA,sa737904
Hernan Perez,NA,5751
Brett Cumberland,NA,sa915611
Robert Neustrom,NA,sa3006667
Jacob Heyward,NA,sa738955
Angel Aguilar,NA,sa657323
Leonardo Rivas,NA,sa872542
Logan Warmoth,NA,sa3004813
Connor Myers,NA,sa918641
Erick Salcedo,NA,sa548029
Ronnie Freeman,NA,sa658013
Moises Gomez,NA,sa875163
Ian Miller,NA,15156
Josh Palacios,NA,sa829562
Rene Pinto,NA,sa826668
Sergio Alcantara,NA,16417
Luke Raley,NA,sa918048
Christopher Bec,NA,sa3006727
Micker Adolfo,NA,sa830303
Jhailyn Ortiz,NA,sa920180
Jonathan Davis,NA,15104
Donnie Walton,NA,19314
Ryan Aguilar,NA,sa918712
Ronny Mauricio,NA,sa3006887
Caleb Hamilton,NA,sa738961
Samuel Huff,NA,22209
Samuel Huff,NA,22209
Nick Williams,NA,14330
David Rodriguez,NA,sa735825
Austin Wynns,NA,15271
Tim Beckham,NA,7949
Connor Wong,NA,sa873978
Brendon Davis,NA,sa875089
Dwight Smith Jr.,NA,13473
Wynston Sawyer,NA,sa548430
Luis Gonzalez,NA,20332
Delvin Perez,NA,sa917935
Peter O'Brien,NA,13288
Niko Hulsizer,NA,sa3007053
DJ Peters,NA,sa829712
Jon Rosoff,NA,sa3007635
Tyler White,NA,15564
Tyler Frost,NA,sa915857
Caleb Joseph,NA,7087
Gage Canning,NA,sa3006711
Izzy Wilson,NA,sa877504
Christopher Morel,NA,sa3003171
Matt Whatley,NA,sa915868
Jose Siri,NA,sa736940
Jason Martin,NA,16429
Stuart Fairchild,NA,sa829822
Dustin Peterson,NA,15189
Meibrys Viloria,NA,17109
Roldani Baldwin,NA,sa828313
Gift Ngoepe,NA,10340
Ryan McKenna,NA,sa875055
Max Moroff,NA,14556
Scott Schebler,NA,12225
Gareth Morgan,NA,sa828708
Nick Banks,NA,sa873982
Troy Stokes Jr.,NA,sa828871
Troy Stokes Jr.,NA,sa828871
Payton Henry,NA,sa918019
Demetrius Sims,NA,sa3004390
Bryan Holaday,NA,11287
Jeff Mathis,NA,3448
Chris Shaw,NA,17738
Drew Butera,NA,3411
Yu-Cheng Chang,NA,14773
Alex De Goti,NA,sa919320
Chris Herrmann,NA,9284
MJ Melendez,NA,sa3004139
Chad Tromp,NA,16953
Jason Delay,NA,sa857222
Christian Bethancourt,NA,10028
Blake Rutherford,NA,sa917932
Zach Green,NA,14973
Starling Heredia,NA,sa917328
Zach Ashford,NA,sa3009886
Garrett Whitley,NA,sa874244
Jorge Ona,NA,20040
Keegan McGovern,NA,sa3006710
Ali Sanchez,NA,18551
Kevin Smith,NA,sa915864
Austen Wade,NA,sa3004930
Ronnie Dawson,NA,sa873674
Scott Manea,NA,sa829837
Patrick Mazeika,NA,sa827167
Arden Pabst,NA,sa858812
Nick Fortes,NA,sa3006714
Taylor Jones,NA,19533
Deon Stafford,NA,sa915865
Anthony Bemboom,NA,13854
Henri Lartigue,NA,sa918028
Luke Maile,NA,13355
Beau Taylor,NA,12384
Kramer Robertson,NA,sa857820
Mac James,NA,sa829039
Israel Pineda,NA,sa3004385
Fabian Pena,NA,sa3007303
Johan Cruz,NA,sa736621
Seby Zavala,NA,18887
Sebastian Rivero,NA,sa917021
Ryne Ogren,NA,sa3006726
Marcus Wilson,NA,sa828703
Cadyn Grenier,NA,sa3008140
Jack Larsen,NA,sa3004840
Logan Brown,NA,sa3006938
Luis Alexander Basabe,NA,17839
Sandy Leon,NA,5273
Sandy Leon,NA,5273
Skye Bolt,NA,17723
Chris Okey,NA,sa738505
Sean Rodriguez,NA,6589
Tyler Frank,NA,sa3006660
Erick Castillo,NA,sa658211
Dustin Garneau,NA,9433
Nick Hutchins,NA,sa3004395
Jose Herrera,NA,sa830295
Donny Sands,NA,sa875201
Kellin Deglan,NA,sa548189
Joey Morgan,NA,sa3004032
Greg Deichmann,NA,sa3004977
Derek Hill,NA,16947
