playerid,Name,Team,position,PA,AB,R,HR,RBI,SB,AVG,marginal_total_points,dollar_value,auction_value,status,NFBC_ADP,salary
17321,Michael Chavis,Red Sox,"1b, 2b",401,363.8333333333333,47.76660848973572,16.4208641679494,50.69548339591166,3.436725032117061,0.23433333333333334,0.4453563399678213,1.4959452801113984,2.942709330355529,drafted,426.18,5
sa3011918,Ha-seong Kim,Padres,dh,315,384.8,39.996035581796164,9.659144071942233,40.14212951597143,7.378959372703493,0.2562,0.4173785473953543,1.4019682936161757,2.7578449782466112,drafted,179.92,0
sa3011918,Ha-seong Kim,Padres,dh,315,384.8,39.996035581796164,9.659144071942233,40.14212951597143,7.378959372703493,0.2562,0.4173785473953543,1.4019682936161757,2.7578449782466112,drafted,179.92,0
sa3011918,Ha-seong Kim,Padres,dh,315,384.8,39.996035581796164,9.659144071942233,40.14212951597143,7.378959372703493,0.2562,0.4173785473953543,1.4019682936161757,2.7578449782466112,drafted,NA,0
20036,Isaac Paredes,Tigers,3b,483,426.2,51.16142943445598,11.227517577420963,50.77659149954166,2.2740463691733055,0.258,0.4129796353337054,1.3871924138415122,2.7287789957837525,,579.06,NA
3174,Shin-Soo Choo,NA,"dh, of",375,334.5,46.38886024803347,11.724918854807465,39.13499462635111,7.437778761765443,0.238,0.4061678142689835,1.3643116088405765,2.683769623276969,,569.24,NA
3086,Mitch Moreland,NA,1b,410,355,50.15709301040286,18.593121497536504,57.78099531854259,0.6645388615216201,0.23183333333333334,0.3994952955756532,1.3418987184201465,2.639680696604782,drafted,612.68,4
20220,Jo Adell,Angels,of,434,406.6,47.87245229187618,13.924810135064988,46.58754054726997,4.863499293209618,0.23600000000000002,0.39194546105839345,1.3165389372783018,2.5897948715187713,drafted,365.94,5
12859,James McCann,Mets,catcher,442,407.6666666666667,49.6940724240266,15.304920852798523,52.058140252842584,2.6338559779135755,0.23683333333333334,0.3721510098106144,8.250049671809109,16.228867772035997,drafted,175.15,13
19958,Carter Kieboom,Nationals,3b,487,440.8333333333333,56.06633015596792,11.463411175250062,51.807426393005485,2.4128464300132775,0.2425,0.34389915575658986,1.1551521168993273,2.2723270413517116,drafted,487.11,3
3892,Josh Reddick,NA,of,434,423,48.37350461239958,10.910713480768186,46.749540752057165,3.620085576464133,0.25466666666666665,0.32252317126473834,1.0833505049347818,2.131084392792467,,715.79,NA
14894,Tony Kemp,Athletics,"2b, of",416,342.5,46.91499399423094,6.068566727827925,34.10702418028587,9.553548825702405,0.245,0.31126542841005056,1.0455359151853805,2.0566984192153828,,716.25,NA
16578,Yandy Diaz,Rays,3b,437,394.1666666666667,53.29855517308849,9.246695128940328,43.3953174361654,1.7300174442089298,0.27366666666666667,0.27678528765398447,0.9297176384648995,1.828869548693008,drafted,488.83,0
19352,Sean Murphy,Athletics,catcher,435.5,360.1666666666667,52.88316811064511,16.729676203798615,50.97271282345473,1.2747371464211665,0.23516666666666666,0.2728144091749063,7.916379517087533,15.572497321448903,drafted,160.96,14
15941,Austin Nola,Padres,"1b, catcher",442,391.6666666666667,51.2808774147631,11.86771900547155,52.969344061880435,1.533055454685009,0.24883333333333332,0.22017564367336234,7.7395666916349635,15.224684631972018,drafted,162.85,1
sa604598,Joey Meneses,NA,of,480,443,52,12,53,0,0.26,0.2041574351979314,0.6857617691174241,1.3489781900529705,,NA,NA
sa3007741,Jarred Kelenic,Mariners,of,329,337.8,38.90391072260962,12.477840656744903,39.04464900251778,7.241940690310049,0.23979999999999999,0.20365578857554728,0.6840767456211975,1.345663540493165,drafted,222.51,0
19878,Adam Haseley,Phillies,of,427.5,356.6666666666667,47.80852919007213,9.046910024580791,45.40765392308707,4.074578259802726,0.2535,0.1585332317539107,0.5325107526260987,1.0475144920747197,,696.3,NA
12140,Juniel Querecuto,NA,"2b, 3b, ss",526,490.5,47.95676991150442,6.85429203539823,45.1987610619469,5.531533923303835,0.2465,0.099805421873708,0.33524491824296954,0.6594682051434391,,NA,NA
9166,Buster Posey,Giants,catcher,460,411.1666666666667,49.19658442947954,8.105373956924835,47.387469408148064,1.7983555279651793,0.26583333333333337,0.03350930994904844,7.112557270570556,13.991279574903585,drafted,247.8,8
9627,Yan Gomes,Nationals,catcher,415.5,337,45.99244119096944,14.594753508765123,50.68860083455621,1.7507348838615795,0.2395,0.02250348361464405,7.075588864642244,13.918558149527977,drafted,321.63,7
14553,Nomar Mazara,NA,of,405,378.8333333333333,45.691597141697954,13.738951773317396,50.328149274071976,1.644216325226116,0.24383333333333335,-0.001806700339315126,-0.006068679398095931,-0.011937842730706978,drafted,591.01,1
7007,Yadier Molina,NA,catcher,423,384.5,42.892922242782845,10.396978107319013,47.360567339784566,2.999451907426459,0.25466666666666665,-0.006749969705811543,6.977326952787892,13.725264819433148,drafted,280.55,9
13369,Erik Gonzalez,Pirates,"2b, ss",446.6666666666667,406.6666666666667,44.29279315545167,8.170193625886483,40.93936989396164,6.61939805884155,0.23866666666666667,-0.036762297236439645,-0.12348400618003495,-0.24290830818932702,,611.06,NA
12282,Rougned Odor,Rangers,2b,316.5,369.3333333333333,38.57799414282381,16.219159634903427,44.04088071046345,5.658443900941284,0.2185,-0.055359793418130965,-0.18595271749758585,-0.3657919872205239,drafted,521.61,2
19514,Andrew Knizner,Cardinals,catcher,436,379.1666666666667,46.19331630451644,10.984180676361783,46.914600918220614,2.1181110875063665,0.25166666666666665,-0.08667964998858024,6.708844353060087,13.197126349556571,,547.07,NA
8298,Francisco Pena,NA,catcher,445.5,419,45.19298969072165,13.89699742268041,53.10405927835051,1.1367139175257732,0.239,-0.10023656312756235,6.6633068847384145,13.107548518941687,,NA,NA
1177,Albert Pujols,Angels,"1b, dh",442.3333333333333,403.1666666666667,44.352344037282755,15.515945023084406,57.22759526459143,1.0242254566420423,0.2275,-0.10482974057599403,-0.3521215295628023,-0.6926665862981009,,677.14,NA
17766,D.J. Stewart,Orioles,of,363.5,339.6666666666667,44.04522850061024,14.538385529075851,42.895297701256574,4.126361927701989,0.22816666666666668,-0.13047283713064203,-0.4382563070785737,-0.8621043437038284,,NA,NA
17766,D.J. Stewart,Orioles,of,363.5,339.6666666666667,44.04522850061024,14.538385529075851,42.895297701256574,4.126361927701989,0.22816666666666668,-0.13047283713064203,-0.4382563070785737,-0.8621043437038284,,572.66,NA
785,Todd Frazier,NA,3b,399,373.3333333333333,45.881323537313754,14.602603220622145,48.07425781531243,3.358282852192369,0.2225,-0.13230480214380802,-0.4444098501379874,-0.8742091237492139,,741.33,NA
12950,Phillip Evans,Pirates,3b,454,361.3333333333333,48.43878372044052,10.65244899877677,46.756352330649854,2.2469757664820147,0.24616666666666667,-0.13250488536267974,-0.4450819266754456,-0.875531181396499,,734.66,NA
15711,Tyler O'Neill,Cardinals,of,335.5,299.3333333333333,41.786601150423124,15.289095260605922,44.09755583417653,4.037023384868541,0.22716666666666668,-0.1405610684545088,-0.47214252510053084,-0.9287627243741757,drafted,491.48,0
10950,Adam Duvall,NA,of,329,327.1666666666667,41.91109667931423,18.360846612276276,50.7630788849951,1.2084187239759832,0.22816666666666668,-0.14371330130967686,-0.482730828080211,-0.9495912255133455,drafted,420.49,1
19698,Edward Olivares,Royals,of,329,329.8,36.07484607633828,7.658030882575663,33.881439186784476,8.176608700557479,0.2472,-0.15765179492652004,-0.5295500195157388,-1.0416903639703148,,521.94,NA
10067,Tomas Telis,NA,"1b, catcher",488,455.5,48.324113475177306,7.718014184397163,47.35503546099291,0.648936170212766,0.2665,-0.23237107917569821,6.219469023047044,12.234464567189802,,NA,NA
12775,Brad Miller,NA,"2b, ss",357,341.8333333333333,44.81757690459554,14.325962652774791,45.6950943645135,2.6769714642207356,0.23033333333333333,-0.24416636491741098,-0.820151165214241,-1.613338748592584,drafted,671.07,0
4962,Asdrubal Cabrera,NA,"2b, 3b, ss",366.75,350,42.785260989010986,12.58973489010989,47.85247870879121,1.1115570054945054,0.25083333333333335,-0.24429667468502914,-0.8205888737732678,-1.6141997754481445,,570.09,NA
sa3004378,Drew Waters,NA,of,336,344.8,39.040075318078834,7.344948589364211,35.12063688562703,6.659428944022949,0.2496,-0.26818789996023207,-0.9008391418823967,-1.7720619752678335,drafted,653.17,1
16535,Danny Jansen,Blue Jays,catcher,382.5,336.5,46.24015345893014,14.46001952608868,46.461676455280355,1.4946605337035987,0.23416666666666666,-0.29616155658711696,6.005197764201689,11.812966507725823,drafted,303.37,5
9892,Jay Bruce,NA,of,343,341.3333333333333,40.808580524969415,17.605686797909023,50.53277916805695,1.3307184962740517,0.22483333333333333,-0.30089393536558207,-1.0106982252836225,-1.9881683757138575,drafted,738.24,2
8370,Dustin Pedroia,NA,2b,478,434,48.341554307116105,6.270393258426966,43.51679775280899,2.6630149812734083,0.2575,-0.30508235926720323,-1.0247670784792202,-2.0158435494762323,,NA,NA
13620,Carson Kelly,Diamondbacks,catcher,410,351.8333333333333,46.07096137664251,14.101188023660772,49.68628418048869,0.19357884796978284,0.23966666666666667,-0.34167224818470215,5.85232803230356,11.51225284368587,drafted,253.9,7
5497,Marwin Gonzalez,NA,"1b, of",382.6666666666667,364.6666666666667,41.44991438554254,11.416062536796652,43.88588543689212,1.948703427769835,0.24683333333333332,-0.4624216980450376,-1.5532675624681898,-3.0554693472968193,,504.76,NA
17696,Kevin Newman,Pirates,ss,326.5,397.6666666666667,34.70185880730382,4.246413220662016,29.636857979312236,6.777181413624225,0.26783333333333337,-0.4768871390467335,-1.6018567622823892,-3.151050311085218,drafted,535.65,0
20391,Luis Garcia,Nationals,2b,336,372.75,37.16203614248322,5.332281108569951,34.45112735122132,4.945393053945244,0.26675000000000004,-0.4885723791130794,-1.6411073087672146,-3.228260989108045,,615.17,NA
20391,Luis Garcia,Nationals,2b,336,372.75,37.16203614248322,5.332281108569951,34.45112735122132,4.945393053945244,0.26675000000000004,-0.4885723791130794,-1.6411073087672146,-3.228260989108045,,680.2,NA
20391,Luis Garcia,Nationals,2b,336,372.75,37.16203614248322,5.332281108569951,34.45112735122132,4.945393053945244,0.26675000000000004,-0.4885723791130794,-1.6411073087672146,-3.228260989108045,,615.17,NA
20391,Luis Garcia,Nationals,2b,336,372.75,37.16203614248322,5.332281108569951,34.45112735122132,4.945393053945244,0.26675000000000004,-0.4885723791130794,-1.6411073087672146,-3.228260989108045,,680.2,NA
12180,Jorge Alfaro,Marlins,catcher,376.5,336,38.78603744656344,11.521100293066043,42.77245080055226,3.3273394633032707,0.2355,-0.567425036520407,5.094027795223322,10.020582518217378,drafted,253.48,7
9952,Trayce Thompson,NA,of,484.5,446.5,46.194908536585366,14.187052845528454,49.930416666666666,4.897520325203253,0.185,-0.5852358759461179,-1.9657985478251232,-3.8669688023973485,,NA,NA
11680,Elias Diaz,Rockies,catcher,399,334,41.7925372881393,8.471381513441685,43.222792748127695,1.0935986576286745,0.26066666666666666,-0.5906363460249003,5.0160613540114145,9.867212888285584,drafted,468.53,1
5827,Wilmer Flores,Giants,"1b, 2b, 3b",290,306.3333333333333,34.39310219198453,11.066079247832299,39.06825333022828,0.7156619101063545,0.2725,-0.6104337777944903,-2.0504379229859357,-4.033464918473625,drafted,343.83,1
11982,Travis Shaw,NA,3b,348.5,311,41.26677914411861,14.732082863209673,44.28219225227807,2.100585086348142,0.22416666666666668,-0.6248133430945678,-2.0987386676037376,-4.12847845522501,drafted,626.34,0
11489,Michael A. Taylor,Royals,of,300.5,291.1666666666667,33.00029720445565,8.442288072103091,31.34838259311444,8.855342085934511,0.22533333333333333,-0.6252632784816485,-2.1002499938345647,-4.131451420787182,,577.77,NA
17932,Andrew Stevenson,Nationals,of,310.5,283,35.786874392838214,5.6170870409013185,29.67425750242234,7.138611500456576,0.24866666666666667,-0.6574097904387518,-2.208229646347759,-4.34386074829645,,547.9,NA
19968,Jared Oliva,Pirates,of,273,275.6,29.37939614159955,4.292411375413623,23.0309905725167,11.359068364862333,0.2368,-0.6952754163307306,-2.335419716967754,-4.594059343471112,drafted,557.02,3
sa912848,Yusniel Diaz,Orioles,of,336,313.4,38.476810420482366,9.57511783287589,36.34933993885808,3.7906564681154173,0.24359999999999998,-0.7209483255484435,-2.421654634772541,-4.76369408920706,,736.39,NA
13110,Yoenis Cespedes,NA,of,294,285.8333333333333,35.908407258064514,14.615029121863799,42.06242439516129,1.921621303763441,0.2345,-0.7216229901079005,-2.423920822929762,-4.768151961512455,,741.74,NA
13329,Jake Lamb,NA,3b,385,340.5,44.69132007690751,13.270028840315724,45.99434325035418,2.3244029548674354,0.2145,-0.7239403044139061,-2.4317046469993913,-4.783463705879092,,702.37,NA
16424,Jordan Luplow,Indians,of,312,292.3333333333333,37.85206202527939,11.675676269504688,37.97056812090415,3.1119458661275106,0.23883333333333334,-0.7352616239932408,-2.469732790015301,-4.8582697651359386,,744.79,NA
7250,Collin Cowgill,NA,of,449.5,406.5,45.77683946488295,12.004205685618729,45.017650501672236,4.132944537346711,0.2,-0.792211705061808,-2.661027259928181,-5.234569639831975,,NA,NA
17326,Cole Tucker,Pirates,"of, ss",345.3333333333333,326.6666666666667,37.22567087308823,5.857165783013056,30.661303998471926,7.325101031363129,0.23450000000000001,-0.8126026696494205,-2.7295202047776055,-5.3693037310795635,,697.43,NA
1433,Wilson Ramos,Tigers,catcher,340,316.5,34.559634078211545,9.858651704541803,41.21675138094031,0.18826135105204872,0.26366666666666666,-0.9101735141178534,3.942740789037862,7.755858627536862,drafted,334.21,4
16153,Austin Slater,Giants,of,248,263.1666666666667,31.456283227841688,6.9043476820344,25.227885305073876,6.087665078764671,0.25516666666666665,-0.927385729466394,-3.1150747846952336,-6.127737261215387,drafted,438.33,0
16725,Jose Trevino,Rangers,catcher,438,376.4,42.03592992619939,10.10883035478844,44.136301178591594,1.3337860331123805,0.2332,-0.9430082599922364,3.8324493690976196,7.538901767662855,,508.52,NA
11602,Yolmer Sanchez,Orioles,"2b, 3b",380.3333333333333,360.8333333333333,40.10560217389622,6.119512651533936,32.517475607542515,4.721786224607644,0.24166666666666667,-0.9592058989028422,-3.2219582575660572,-6.337990267832282,,684.75,NA
5930,Nick Markakis,NA,of,386.5,360.5,41.54463803490455,5.632053183023929,39.73005249956113,0.7789030777039497,0.25983333333333336,-1.041654892790986,-3.4989031939866635,-6.882775200299163,,747.21,NA
10200,Tucker Barnhart,Reds,catcher,392.5,352.1666666666667,41.423902702016754,10.974742361783624,41.42368415373378,1.1572851828071873,0.23233333333333334,-1.0438550154523618,3.493706626923963,6.8725529103634715,drafted,503.09,1
15161,Mitch Garver,Twins,catcher,302.5,284.6666666666667,39.82904428099442,13.461015340132846,39.777726980429215,0.16694260485651213,0.2365,-1.0518708543361575,3.4667815440898124,6.819587943308828,drafted,200.86,12
15482,Aristides Aquino,Reds,of,252,245.5,32.20396399798629,13.73344978510409,36.247656580218646,3.0698453786742634,0.22766666666666668,-1.0679739738331022,-3.587308593278089,-7.056679551485932,,630.78,NA
16434,Christian Arroyo,Red Sox,"2b, 3b",280,245.8,33.45207552064953,8.937564291948595,33.962004804772356,2.0712291797766214,0.2572,-1.0762013666662247,-3.6149442826616087,-7.111042369485288,,734.49,NA
19734,Josh Rojas,Diamondbacks,of,235.5,241.16666666666666,29.244946223211684,5.455383749183441,23.111575774048394,7.52273186942909,0.24716666666666667,-1.1025749256745205,-3.7035326726260362,-7.285306685951517,,683.66,NA
24618,Ryan Jeffers,Twins,catcher,320,280.2,36.484056172230964,11.189579537310214,37.70956128235643,0.4413793103448276,0.2486,-1.129795171358944,3.2050349295371503,6.304699989134639,drafted,356.3,5
15830,Johnny Davis,NA,of,360.3333333333333,334.6666666666667,21.269675925925924,2.352175925925926,17.065787037037037,13.762731481481483,0.22466666666666665,-1.1657807553230284,-3.9158401083864485,-7.702941662592841,,NA,NA
14950,Johan Camargo,Braves,3b,328,255.33333333333334,37.391623972909635,9.960815498272405,39.16767593852544,0.6695931275370528,0.24533333333333335,-1.1721824064973028,-3.9373431588645604,-7.74524082160241,,694.47,NA
sa3006786,Jarren Duran,NA,of,189,228.4,22.631211891349672,2.832118416089467,17.078280090030713,8.477476777298332,0.266,-1.2022203644152079,-4.038240209919726,-7.943717796323894,drafted,679.6,0
2636,Brandon Guyer,NA,of,416.5,360,43.117283619456366,8.781357296137339,40.08886981402003,2.6291934907010015,0.219,-1.220035995874035,-4.098082649335683,-8.061435273802388,,NA,NA
sa738262,Ryan Boldt,NA,of,311,287,29.999999999999996,4,27.000000000000004,9,0.226,-1.2205455014971072,-4.099794071097592,-8.064801852014773,,NA,NA
8259,Kurt Suzuki,Angels,catcher,285,253.83333333333334,32.69750798798349,9.244762465305515,37.57070738668409,0.859843604909274,0.25316666666666665,-1.2557394985788528,2.7819898194685675,5.4725179507198405,drafted,450.31,1
15082,Adam Engel,White Sox,of,289,288.6666666666667,31.64492368859977,7.168802909732219,28.16571510154834,6.590461938039336,0.22833333333333333,-1.2587763969098122,-4.22821107657056,-8.317413979748133,,676.93,NA
12858,Brian Goodwin,NA,of,273,309.5,32.15825514523469,9.744701139144777,31.303250927012876,4.92125872317349,0.2265,-1.2618077899911309,-4.238393480558541,-8.337444027383734,,725.56,NA
14477,Jake Cave,Twins,of,301,282.1666666666667,36.259285175439736,9.342994495574816,34.48761201945874,1.8631331186425195,0.24233333333333335,-1.2753273752213548,-4.283805564993397,-8.426775212390309,,700.74,NA
16451,Luis Guillorme,Mets,"2b, 3b",357.6666666666667,296.6666666666667,37.79577475269152,4.30086470126973,31.19873631652011,3.6941253018773503,0.24866666666666667,-1.286705491178092,-4.322024486190906,-8.501956555918902,,744.49,NA
15905,Luis Torrens,Mariners,catcher,384,339,38.11819593243887,8.27111466268539,38.44179091457643,0.8375609176274812,0.2442,-1.306599848266253,2.6111506661173904,5.136456212873981,drafted,507.2,0
11476,Odubel Herrera,NA,of,374,342.3333333333333,26.96843889955214,7.360757091064192,30.60793985924504,3.9605395606739178,0.25133333333333335,-1.3278606820800014,-4.460264156442919,-8.773891079784358,,NA,NA
14813,Kyle Farmer,Reds,"2b, 3b",325,274,33.92720967886873,7.918421069499569,34.04889170250089,3.0950372781367603,0.23883333333333334,-1.3344578251766195,-4.482423861362172,-8.817481959270909,,738.45,NA
22581,Alejandro Kirk,Blue Jays,catcher,249,259,30.6526168836345,7.534466268048413,30.548091439847518,1.1067216533167907,0.26940000000000003,-1.3427198102470017,2.4898242544471123,4.897792159858555,drafted,281.7,9
2151,Edwin Encarnacion,NA,"1b, dh",284.6666666666667,285.1666666666667,36.1817136740034,14.58791448233615,40.88705150575817,0.7034070091596973,0.21733333333333332,-1.3465125686317094,-4.5229155641992715,-8.897134145299962,,655.78,NA
16542,Shed Long,Mariners,2b,306.5,293,33.17739797269253,8.37645648185322,29.23038925506349,5.347515833086106,0.2255,-1.3576425567236698,-4.560301027612832,-8.97067597431563,,NA,NA
16542,Shed Long,Mariners,2b,306.5,293,33.17739797269253,8.37645648185322,29.23038925506349,5.347515833086106,0.2255,-1.3576425567236698,-4.560301027612832,-8.97067597431563,,661.38,NA
13359,Tyler Naquin,NA,of,280,321.8333333333333,31.136082314859642,8.507669413319698,32.97693550965619,2.620877419761004,0.246,-1.3616251420188594,-4.573678472010301,-8.996991061483667,,741.78,NA
4866,Jarrod Dyson,NA,of,210,254.83333333333334,24.137712619387987,2.4968168908273816,14.986012767747521,13.044911006800037,0.21966666666666668,-1.369433588927114,-4.599906928302735,-9.048585677997194,,750.68,NA
17710,Matt Beaty,Dodgers,"1b, of",271,234.5,32.399786748346834,7.776699387836431,32.553972183056395,1.8257644073396184,0.2535,-1.3856714206999678,-4.654449562189115,-9.155877782710855,,745.36,NA
17929,Cedric Mullins II,Orioles,of,245.5,256.6666666666667,27.798122296808092,5.639386663668729,21.9885956161904,7.502151965801767,0.2375,-1.3862302312923558,-4.656326598604988,-9.159570145424812,,485.96,NA
17929,Cedric Mullins II,Orioles,of,245.5,256.6666666666667,27.798122296808092,5.639386663668729,21.9885956161904,7.502151965801767,0.2375,-1.3862302312923558,-4.656326598604988,-9.159570145424812,,NA,NA
8203,Dee Gordon,NA,2b,203,292.5,21.989872163689377,0.993527980342585,14.415998222113105,9.605260514181687,0.26016666666666666,-1.3871228298418878,-4.659324823772958,-9.165468025042198,,NA,NA
15794,Yonathan Daza,Rockies,of,217,217.83333333333334,24.433230793179575,3.0161921885253333,21.379860528129885,4.008334296176673,0.2843333333333333,-1.4187611104766487,-4.765597334881321,-9.374519194330691,,749.13,NA
11902,Hanser Alberto,NA,"2b, 3b",274.3333333333333,323.6666666666667,29.197775834343428,4.680746908953426,27.288935512417783,2.1833729471200414,0.2753333333333333,-1.4256104989040157,-4.788604328091095,-9.419776794646651,drafted,583.32,1
15343,Zack Granite,NA,of,366,339.3333333333333,23.25364185110664,2.6085580147551983,19.283936955063716,8.281844399731725,0.253,-1.4269603057865274,-4.79313830920631,-9.428695696098986,,NA,NA
17922,Isan Diaz,Marlins,2b,317,302,35.44716909872978,9.65527237102881,34.46780563103768,3.4220114810361766,0.22083333333333333,-1.4370655972456812,-4.82708183196735,-9.495466802276486,,698.48,NA
6848,Eduardo Nunez,NA,"2b, 3b",325.6666666666667,309,20.8141804570528,4.373018124507486,21.611024428684004,7.44490937746257,0.25133333333333335,-1.471622206838286,-4.943156966365223,-9.723800943609152,,NA,NA
11339,Jake Marisnick,NA,of,245,278,29.939389890797468,8.842037914994526,27.63628521406713,5.860746326652673,0.22116666666666668,-1.4860738083276535,-4.991699679464652,-9.819290462281804,,748.13,NA
2539,Pete Kozma,NA,"3b, ss",470,431.5,41.40147058823529,7.073039215686275,39.811764705882354,3.548039215686275,0.2075,-1.501800390826425,-5.044525034691479,-9.923204467541243,,NA,NA
8090,Matt Carpenter,Cardinals,"1b, 3b",315.3333333333333,295.1666666666667,39.08742395977352,10.757505591904302,35.921813533956524,1.37950033220004,0.22266666666666668,-1.5084407015243855,-5.066829738937533,-9.967080578631881,,628.53,NA
10542,Derek Dietrich,NA,"2b, of",272.6666666666667,246.5,34.05291466447504,10.785932674365133,33.780089068349405,1.47687872409608,0.2325,-1.537486590129585,-5.164394444020051,-10.15900241680121,,NA,NA
15274,Mike Tauchman,Yankees,of,239,233.66666666666666,29.34014435264435,5.806592215967216,25.233038770538773,5.167713208338209,0.24216666666666667,-1.5384615422825363,-5.167669293709284,-10.165444451054828,,619.51,NA
4229,Howie Kendrick,NA,"2b, of",300,201.33333333333334,22.938375350140056,5.134453781512605,25.285714285714285,1.8935574229691878,0.2833333333333333,-1.5682488613723524,-5.267724452692318,-10.362265319975686,,NA,NA
10059,Max Stassi,Angels,catcher,323.5,277.6666666666667,36.41224805927957,12.004477219008443,38.80687734537283,0.3445154419595314,0.2235,-1.568628514554042,1.731000297952822,3.405091613547956,drafted,380.03,6
10348,Domingo Santana,NA,of,357,309,27.555673758865247,9.030496453900708,30.990638297872344,3.304148936170213,0.2373333333333333,-1.570806003649253,-5.276313855326575,-10.37916173698375,,NA,NA
15654,Billy McKinney,Brewers,of,286,258.8333333333333,33.70584923372317,10.691763010553176,34.06551883080056,1.115605223487789,0.23416666666666666,-1.5798206515159987,-5.30659392258485,-10.438726373223709,,750.67,NA
10322,Danny Santana,NA,of,203,292.1666666666667,24.840982415902143,7.4588124362895005,24.10919597349643,6.434724770642201,0.23133333333333334,-1.5897972935690479,-5.340105313916335,-10.504647423448898,,659.98,NA
4316,Daniel Murphy,NA,"1b, 2b",333.75,308.75,27.418781319913673,7.125077787790106,31.491114960678853,0.6201984489051094,0.26725,-1.592034522363429,-5.347620131951092,-10.51942999968401,,747.34,NA
11875,Ronny Rodriguez,NA,"2b, ss",365.3333333333333,345.3333333333333,25.622536475869808,9.545409652076318,32.40026936026936,2.7799775533108866,0.23933333333333334,-1.600123688505846,-5.374791519949431,-10.572879479450723,,NA,NA
16211,Kevin Cron,NA,"1b, dh",344.6666666666667,308.3333333333333,29.602683260627835,12.878345736036268,36.454890086391245,0.2653323069027457,0.23366666666666666,-1.623462930729627,-5.453187685250603,-10.727094429798822,,NA,NA
5631,Matt Kemp,NA,of,266,305.6666666666667,29.643804886554577,10.293995198105309,35.21373694141794,0.8861663191031922,0.24016666666666667,-1.6304392208115346,-5.476620939218586,-10.773190537730684,,750.59,NA
27459,Yoshitomo Tsutsugo,Rays,"3b, dh, of",273,293.4,33.719896185922586,11.986890948054516,35.96480540541326,0.2060377358490566,0.2298,-1.663501852237982,-5.587677823317351,-10.991653160249411,drafted,519.91,1
27459,Yoshitomo Tsutsugo,Rays,"3b, dh, of",273,293.4,33.719896185922586,11.986890948054516,35.96480540541326,0.2060377358490566,0.2298,-1.663501852237982,-5.587677823317351,-10.991653160249411,drafted,NA,1
13658,Terrance Gore,NA,of,271.6666666666667,244.33333333333334,16.855745932848738,0.9055555555555557,11.052855659397716,16.58351505711319,0.19933333333333333,-1.66571822899279,-5.595122599663284,-11.006297955822387,,NA,NA
14738,Phillip Ervin,Cubs,of,252.5,231.33333333333334,28.991343607642616,5.983075824377182,25.12488469645511,5.657544115108604,0.22983333333333333,-1.7068265108490217,-5.733204703132974,-11.277922526344854,drafted,750.03,1
14691,Harold Castro,Tigers,"2b, of",300.6666666666667,291.3333333333333,28.443909722225165,3.906682328708504,27.081542931368993,2.8622705838092832,0.26016666666666666,-1.7150795749495351,-5.760926621919427,-11.332454968241512,,733.4,NA
13265,Mike Zunino,Rays,catcher,334.5,307.1666666666667,35.68790641005428,15.3500311809784,42.80851225722637,0.33483483483483484,0.19533333333333333,-1.7600754283070161,1.0879329801251507,2.1400986880866215,,556.79,NA
13723,Jacob Stallings,Pirates,catcher,344,326.6666666666667,33.570294848461366,7.599241154552626,35.456287206205374,0.4614944121178535,0.24133333333333334,-1.7634203945913134,1.0766972884417503,2.117996693321627,drafted,397.4,2
6887,Martin Maldonado,Astros,catcher,344,301.3333333333333,38.0380888700526,11.080415650390917,36.98432453796253,1.024664647977226,0.212,-1.7695149660481728,1.05622571413824,2.0777265754831458,,495.82,NA
14523,Pedro Severino,Orioles,catcher,279.5,271.8333333333333,29.498590973956354,9.043252200050196,31.30663487156998,1.5078247667441693,0.23983333333333332,-1.7744950875722059,1.0394975604786407,2.044820228902034,drafted,328.97,2
9776,Jason Kipnis,NA,2b,280,324.5,30.48573338433039,8.134397538840604,31.282160520393845,2.854216874609713,0.229,-1.7910874912087167,-6.016236074990737,-11.8346802298667,,748.67,NA
13866,Bruce Maxwell,NA,catcher,371,335,38,9,41,0,0.221,-1.7994077857438473,0.9558161801992016,1.8802086072075577,,NA,NA
16357,Pablo Reyes,Brewers,of,352.3333333333333,321.6666666666667,25.528713450292397,6.871530214424951,27.1564522417154,4.079649122807017,0.23733333333333334,-1.818126502575577,-6.10705970946747,-12.013341548662785,,NA,NA
19260,Jake Fraley,Mariners,of,210,187.5,23.193810195020067,5.91768509814996,22.59729350090151,6.766472236851653,0.22883333333333333,-1.822197615722934,-6.120734517595335,-12.040241587055696,,NA,NA
9253,Keon Broxton,NA,of,323,287,23.121026570048308,7.212886473429951,21.790797101449275,10.536509661835748,0.19033333333333333,-1.8467606161205015,-6.203241268285739,-12.202542567112861,,NA,NA
10711,Arismendy Alcantara,NA,"2b, of",330.6666666666667,305.3333333333333,22.874634839443026,6.50574216159894,24.809866439329355,6.603936724448235,0.22333333333333333,-1.8485318284903254,-6.209190744125477,-12.214245921705496,,NA,NA
15767,Jose Marmolejos,Mariners,"dh, of",308,302.8,31.808119748212,9.529318416011597,34.553622752545834,0.417064955894146,0.2344,-1.8515745948926412,-6.219411350928458,-12.23435111900174,,714.9,NA
13499,Tom Murphy,Mariners,catcher,280,262.6666666666667,30.095597505329124,12.422611421339061,34.97121072779275,1.3245594747103773,0.216,-1.8708198653193349,0.7159440737605482,1.4083505151411853,drafted,322.84,3
