Name,Team,position,dollar_value,NFBC_ADP,predicted_adp,net_value
Cesar Hernandez,Indians,2b,6.449367863417747,355.15,308.9707746006859,46.17922539931408
Brad Miller,NA,"2b, ss",-0.820151165214241,625.17,579.3142375276527,45.85576247234724
Tanner Scott,Orioles,pitcher,-0.6500000000000007,616.8,571.1422623143258,45.65773768567419
Kyle Freeland,Rockies,pitcher,-0.08000000000000118,588.83,543.4506150212167,45.37938497878338
Reyes Moronta,Giants,pitcher,0.9099999999999976,539.17,494.16196094246675,45.00803905753321
J.A. Happ,Twins,pitcher,4.270000000000009,412.85,367.939358267618,44.91064173238203
Oscar Mercado,Indians,of,5.070111798740528,389.02,345.40484852987476,43.61515147012523
Evan Longoria,Giants,3b,4.782541915702573,394.12,353.05792894483875,41.062071055161255
Luis Torrens,Mariners,catcher,2.6111506661173904,459.24,419.21540721566544,40.02459278433457
Erik Gonzalez,Pirates,"2b, ss",-0.12348400618003495,583.32,545.5847231338562,37.73527686614386
Daniel Hudson,Nationals,pitcher,4.940000000000009,384.49,348.7824372628063,35.70756273719371
Jose Leclerc,Rangers,pitcher,4.900000000000009,385.17,349.8463664474257,35.323633552574336
Gregory Soto,Tigers,pitcher,0.2999999999999985,560.37,525.0758628479656,35.29413715203441
Adrian Houser,Brewers,pitcher,3.120000000000005,438.34,403.81617449870794,34.52382550129204
Trevor May,Mets,pitcher,2.0600000000000005,474.83,440.3647660746051,34.4652339253949
Rich Hill,NA,pitcher,3.050000000000005,440.12,405.88992241026585,34.23007758973415
Chris Martin,Braves,pitcher,2.910000000000004,440.98,410.0190867766524,30.96091322334763
Shin-Soo Choo,NA,"dh, of",1.3643116088405765,503.44,472.76473096052507,30.675269039474927
Chad Green,Yankees,pitcher,0.2899999999999987,556,525.5685764678639,30.431423532136137
Hunter Harvey,Orioles,pitcher,3.5900000000000074,418.63,388.77133877811406,29.85866122188594
Shane McClanahan,Rays,pitcher,-1.4100000000000004,637.24,607.5880745936149,29.65192540638509
A.J. Minter,Braves,pitcher,-0.5600000000000007,594.51,566.8273699516238,27.682630048376154
Luis Garcia,Nationals,2b,-1.6411073087672146,644.15,618.392816005787,25.757183994212937
Luke Weaver,Diamondbacks,pitcher,3.7400000000000078,408.98,383.935598088014,25.04440191198603
Hector Neris,Phillies,pitcher,7.590000000000009,302.32,278.4631884262402,23.856811573759785
Kris Bubic,Royals,pitcher,1.5499999999999985,485.63,464.02968677512797,21.600313224872025
Josh Lindblom,Brewers,pitcher,5.810000000000009,345.44,326.64510913895293,18.794890861047065
Willie Calhoun,Rangers,of,6.353920982168494,330.32,311.63598606379304,18.684013936206952
Andrew Miller,Cardinals,pitcher,-1.3100000000000003,621.12,602.8240239782515,18.295976021748515
Mauricio Dubon,Giants,"2b, of",8.237067590393506,279.76,262.2062762252645,17.553723774735488
Jonathan Hernandez,Rangers,pitcher,3.0300000000000047,421.49,406.4797982422162,15.010201757783818
Drew Waters,NA,of,-0.9008391418823967,597.78,583.1926136134838,14.587386386516187
Maikel Franco,NA,3b,4.413494475400218,377.68,363.7599341012524,13.920065898747623
Jesse Hahn,Royals,pitcher,-1.8700000000000006,641.17,628.9429824983347,12.227017501665273
Kevin Pillar,NA,of,6.5937999636796105,316.56,304.9489576841166,11.611042315883424
Ross Stripling,Blue Jays,pitcher,2.240000000000001,443.98,432.729475058204,11.250524941796016
Joe Jimenez,Tigers,pitcher,-1.2800000000000002,612,601.3892674602472,10.610732539752803
Bryan Reynolds,Pirates,of,8.162582587106833,274.59,264.0384496096178,10.551550390382147
Donovan Solano,Giants,2b,1.5324515214841696,473.07,464.86110720104097,8.208892798959027
Mike Minor,Royals,pitcher,6.6400000000000095,310.1,303.6680370446383,6.431962955361712
Amir Garrett,Reds,pitcher,5.70000000000001,334.85,329.5629717749642,5.28702822503584
Tyler Duffey,Twins,pitcher,1.8299999999999992,455.73,450.8117400337569,4.918259966243113
Nomar Mazara,NA,of,-0.006068679398095931,544.24,539.8378794929962,4.402120507003815
Rafael Dolis,Blue Jays,pitcher,2.04,445.54,441.24708866179736,4.292911338202657
Brendan McKay,Rays,pitcher,-1.0000000000000002,591.24,587.9585298317185,3.281470168281544
Jon Gray,Rockies,pitcher,0.6899999999999982,506.9,505.30268160491175,1.597318395088223
Shogo Akiyama,Reds,of,2.914762519481641,410.71,409.87810374288523,0.8318962571147495
Wilson Ramos,Tigers,catcher,3.942740789037862,376.15,377.6573009056029,-1.5073009056029036
Keegan Akin,Orioles,pitcher,0.15999999999999845,522.1,531.8516928186162,-9.75169281861622
Alec Mills,Cubs,pitcher,1.4399999999999977,457.51,469.22519961690335,-11.715199616903362
Josh Naylor,Indians,of,2.4653112220093294,411.39,424.15570635010465,-12.765706350104665
Randy Dobnak,Twins,pitcher,0.42999999999999816,504.59,518.5775323719819,-13.9875323719819
Danny Jansen,Blue Jays,catcher,6.005197764201689,305.98,321.32617812849503,-15.346178128495012
Aaron Bummer,White Sox,pitcher,4.570000000000009,343.71,359.2061751288383,-15.496175128838331
Garrett Cooper,Marlins,1b,3.920879659402128,360.9,378.3223426039668,-17.422342603966797
Jose Alvarado,Phillies,pitcher,-1.3500000000000003,586.39,604.7352615509782,-18.345261550978194
Giovanny Gallegos,Cardinals,pitcher,5.660000000000009,310.07,330.6010545482056,-20.53105454820559
Carter Kieboom,Nationals,3b,1.1551521168993273,457.46,482.3365347196597,-24.87653471965973
Chance Sisco,Orioles,catcher,0.06763401520941364,510.41,536.2664465118437,-25.85644651184367
Luis Arraez,Twins,2b,4.089453839544868,346.71,373.25346492792204,-26.54346492792206
Madison Bumgarner,Diamondbacks,pitcher,2.8000000000000043,386.39,413.30744495489523,-26.917444954895245
Miles Mikolas,Cardinals,pitcher,2.950000000000004,380.98,408.8370934875387,-27.85709348753869
Carlos Martinez,Cardinals,pitcher,1.3699999999999979,444.05,472.50011566816437,-28.450115668164358
Martin Maldonado,Astros,catcher,1.05622571413824,455.46,487.0023614714269,-31.542361471426943
Dean Kremer,Orioles,pitcher,-0.3000000000000011,521.51,554.2602599883302,-32.750259988330185
Nate Lowe,Rangers,"1b, dh",5.314432450160619,305.85,339.2785792895727,-33.42857928957267
Taijuan Walker,NA,pitcher,5.61000000000001,298.12,331.884364253067,-33.764364253067015
Richard Rodriguez,Pirates,pitcher,8.72000000000001,216.71,251.13327520723442,-34.42327520723441
Bryan Garcia,Tigers,pitcher,1.0199999999999978,452.17,488.75003262106026,-36.58003262106024
Blake Treinen,Dodgers,pitcher,1.2199999999999975,439.88,479.3754040108281,-39.49540401082811
Adam Wainwright,Cardinals,pitcher,1.8599999999999994,407.95,449.4177776618696,-41.467777661869604
D.J. Stewart,Orioles,of,-0.4382563070785737,518.54,560.9906994276467,-42.45069942764678
Yusei Kikuchi,Mariners,pitcher,4.060000000000009,331.54,374.1301330672576,-42.59013306725757
Austin Gomber,Rockies,pitcher,0.2899999999999987,482.15,525.5685764678639,-43.418576467863886
Stefan Crichton,Diamondbacks,pitcher,5.95000000000001,277.41,322.84125349116556,-45.431253491165535
Griffin Canning,Angels,pitcher,4.34000000000001,319,365.8979355643247,-46.89793556432471
Steven Matz,Blue Jays,pitcher,-1.6300000000000003,569.63,617.878493334182,-48.24849333418206
Brent Honeywell Jr.,Rays,pitcher,-1.8200000000000005,577.68,626.6420643682416,-48.96206436824161
Steven Brault,Pirates,pitcher,-0.370000000000001,502.9,557.6809668503815,-54.78096685038156
Yandy Diaz,Rays,3b,0.9297176384648995,434.15,493.18156876616246,-59.03156876616248
Mike Mayers,Angels,pitcher,-0.34000000000000113,493.12,556.2176309313204,-63.097630931320396
Rougned Odor,Rangers,2b,-0.18595271749758585,484.59,548.6564995175379,-64.06649951753792
Ryan Jeffers,Twins,catcher,3.2050349295371503,336.78,401.26176405326976,-64.48176405326979
Scott Barlow,Royals,pitcher,-1.5900000000000003,549.17,616.0230597099603,-66.85305970996035
Asdrubal Cabrera,NA,"2b, 3b, ss",-0.8205888737732678,508.29,579.3352741750289,-71.04527417502885
Rafael Montero,Mariners,pitcher,8.080000000000009,192.98,266.08244033733405,-73.10244033733406
Justin Dunn,Mariners,pitcher,-1.1700000000000004,522.46,596.1201418669318,-73.66014186693178
Dylan Cease,White Sox,pitcher,1.7999999999999998,378.37,452.21250241773964,-73.84250241773964
Joey Wendle,Rays,2b,3.8645500539232596,301.93,380.04827900923317,-78.11827900923316
Josh Staumont,Royals,pitcher,-0.10000000000000109,463.98,544.4315500412762,-80.45155004127616
Roberto Perez,Indians,catcher,-0.6065933104100674,487.8,569.0603312956428,-81.26033129564274
Adrian Morejon,Padres,pitcher,-0.2000000000000011,464.54,549.3475603566102,-84.80756035661017
Nathan Eovaldi,Red Sox,pitcher,5.8900000000000095,238.83,324.47889885899673,-85.64889885899672
Luis Garcia,Nationals,2b,-1.6411073087672146,532.34,618.392816005787,-86.05281600578701
Edward Olivares,Royals,of,-0.5295500195157388,479.22,565.3692243498151,-86.14922434981509
Francisco Mejia,Rays,catcher,-0.054878137739742094,455.71,542.2203701360305,-86.51037013603053
Francisco Mejia,Rays,catcher,-0.054878137739742094,455.71,542.2203701360305,-86.51037013603053
Greg Holland,Royals,pitcher,3.9900000000000087,285.44,376.2280330268606,-90.7880330268606
Dane Dunning,Rangers,pitcher,3.9900000000000087,284.63,376.2280330268606,-91.5980330268606
Tyler O'Neill,Cardinals,of,-0.47214252510053084,469.22,562.621377808815,-93.40137780881503
Jorge Alfaro,Marlins,catcher,5.094027795223322,247.73,344.79544398568186,-97.06544398568187
Jacob Stallings,Pirates,catcher,1.0766972884417503,383.76,486.02346181535233,-102.26346181535234
Daniel Ponce de Leon,Cardinals,pitcher,-0.2200000000000011,447.93,550.3313339831127,-102.40133398311269
Brusdar Graterol,Dodgers,pitcher,-0.25000000000000094,446.88,551.8062162842293,-104.92621628422933
Lucas Sims,Reds,pitcher,1.5899999999999985,356.56,462.1328119784296,-105.57281197842957
Brad Keller,Royals,pitcher,2.690000000000003,309.73,416.69508601402543,-106.96508601402542
Josh Fleming,Rays,pitcher,-0.5800000000000007,455.95,567.7856117287333,-111.83561172873334
Tommy La Stella,NA,"2b, 3b",2.4298088251665844,311.88,425.42475046916945,-113.54475046916946
Kevin Newman,Pirates,ss,-1.6018567622823892,501.68,616.5736067975672,-114.8936067975672
Emmanuel Clase,Indians,pitcher,-1.4000000000000001,490.56,607.1142713682514,-116.55427136825136
Nick Pivetta,Red Sox,pitcher,-1.7900000000000005,505.56,625.2614135006563,-119.70141350065632
John Means,Orioles,pitcher,5.78000000000001,204.8,327.45081974590875,-122.65081974590873
Victor Caratini,Padres,"1b, catcher",-0.803626660779162,449.05,578.5200885570512,-129.47008855705116
Victor Caratini,Padres,"1b, catcher",-0.803626660779162,449.05,578.5200885570512,-129.47008855705116
Kyle Higashioka,Yankees,catcher,-1.1432127621499613,459.17,594.835321782996,-135.66532178299593
Michael Lorenzen,Reds,pitcher,-0.0700000000000014,406.98,542.9606276882988,-135.9806276882988
Mitch Keller,Pirates,pitcher,1.9499999999999997,309.22,445.28567007900364,-136.0656700790036
Seth Lugo,Mets,pitcher,1.0599999999999978,346.44,486.8213956088973,-140.38139560889732
Cal Quantrill,Indians,pitcher,-0.2000000000000011,408.2,549.3475603566102,-141.1475603566102
Marwin Gonzalez,NA,"1b, of",-1.5532675624681898,472.24,614.314113096147,-142.07411309614702
Adbert Alzolay,Cubs,pitcher,0.8799999999999979,345.78,495.66099919507434,-149.88099919507437
Logan Gilbert,Mariners,pitcher,-1.2600000000000002,450.39,600.4321756849544,-150.04217568495437
Omar Narvaez,Brewers,catcher,0.27081482501735654,371.17,526.5104654269829,-155.34046542698292
Pedro Severino,Orioles,catcher,1.0394975604786407,331.68,487.80701226538633,-156.12701226538633
Tejay Antone,Reds,pitcher,0.699999999999998,339.51,504.7911002071806,-165.2811002071806
Tom Murphy,Mariners,catcher,0.7159440737605482,335.02,503.9759769073182,-168.95597690731825
Zack Britton,Yankees,pitcher,-0.25000000000000094,368.56,551.8062162842293,-183.24621628422932
Brady Singer,Royals,pitcher,2.7400000000000033,228.05,415.1393967858249,-187.08939678582487
Jordan Romano,Blue Jays,pitcher,2.1700000000000004,245.51,435.62783940985486,-190.11783940985487
Drew Smyly,Braves,pitcher,2.3600000000000017,221.32,428.0087472549561,-206.68874725495613
Spencer Howard,Phillies,pitcher,-1.2900000000000003,383.59,601.8676401263843,-218.27764012638437
Tanner Houck,Red Sox,pitcher,-1.6600000000000004,378.15,619.2668410194736,-241.11684101947367
Tanner Rainey,Nationals,pitcher,-1.2200000000000004,320.59,598.5166905716725,-277.9266905716725
