"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Joey Gallo","Rangers","149","644","540","114","23","1","40","86","96","92","232","6","6","3",".210",".329",".478",".808",".337","4.9","2.4","2.3","999.0","14128"
"J.D. Davis","Mets","136","588","517","133","25","1","24","74","76","57","139","7","2","1",".258",".337",".448",".785",".332","-2.5","-1.4","2.2","999.0","16219"
"Chris Taylor","Dodgers","149","644","565","139","33","5","19","77","75","64","181","8","9","3",".247",".329",".422",".750",".319","-1.3","1.7","2.2","999.0","13757"
"Kyle Schwarber","","128","553","469","112","19","2","34","79","83","72","150","5","4","2",".239",".344",".505",".849",".352","0.0","0.0","2.1","999.0","16478"
"Austin Riley","Braves","151","651","586","149","28","2","34","83","94","50","172","7","3","1",".254",".318",".483",".801",".333","-3.0","0.1","2.1","999.0","18360"
"Harrison Bader","Cardinals","131","567","492","114","21","3","19","66","65","54","166","12","13","5",".232",".321",".406",".727",".311","4.8","1.6","2.0","999.0","18030"
"Starling Marte","Marlins","146","630","574","154","31","3","20","75","75","35","115","13","22","7",".268",".323",".435",".758",".320","-4.1","1.8","2.0","999.0","9241"
"Lourdes Gurriel Jr.","Blue Jays","144","623","575","156","29","1","29","80","92","35","144","7","8","4",".271",".318",".479",".797",".333","-0.2","-0.3","2.0","999.0","19238"
"Michael Brantley","","139","602","540","156","33","1","18","75","79","51","76","6","5","2",".289",".354",".458",".811",".344","-0.1","-0.4","2.0","999.0","4106"
"Whit Merrifield","Royals","154","665","603","171","36","4","15","90","64","45","107","7","23","7",".283",".337",".430",".768",".326","-1.7","2.4","1.9","999.0","11281"
"Jorge Soler","Royals","143","616","531","131","27","1","33","84","91","70","175","9","3","1",".246",".341",".486",".828",".347","-0.2","-0.4","1.9","999.0","14221"
"Franmil Reyes","Indians","152","658","581","152","27","1","38","91","103","66","175","4","1","1",".262",".338",".509",".847",".352","0.0","-1.1","1.9","999.0","14566"
"Dylan Carlson","Cardinals","133","574","510","128","26","4","19","67","68","50","130","6","12","5",".251",".322",".430",".751",".318","7.1","0.1","1.9","999.0","20126"
"Kevin Kiermaier","Rays","125","539","482","112","20","5","16","59","60","43","131","6","17","6",".233",".302",".396",".698",".296","5.4","2.3","1.8","999.0","11038"
"Jesse Winker","Reds","112","483","409","112","21","1","20","65","63","60","90","8","3","1",".274",".375",".477",".852",".361","-3.6","-0.9","1.8","999.0","13590"
"Bryan Reynolds","Pirates","138","595","528","141","27","3","18","71","68","54","140","5","6","3",".266",".338",".433",".771",".328","-5.7","0.0","1.7","999.0","19326"
"Andrew Benintendi","Red Sox","136","588","507","130","31","3","16","79","65","67","127","6","12","5",".257",".348",".427",".774",".332","-0.6","1.1","1.7","999.0","17901"
"Mike Yastrzemski","Giants","152","658","577","143","31","6","22","83","72","65","169","7","7","3",".247",".329",".433",".762",".322","0.2","1.1","1.7","999.0","14854"
