"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Randal Grichuk","Blue Jays","143","616","564","139","29","2","32","81","93","39","158","6","3","1",".246",".300",".478",".779",".323","-5.9","0.1","1.7","999.0","10243"
"Lorenzo Cain","Brewers","144","623","547","144","26","1","13","75","58","59","113","7","17","5",".263",".341",".388",".728",".315","1.6","0.8","1.6","999.0","9077"
"Austin Hays","Orioles","126","546","502","129","24","1","23","66","68","30","117","6","11","5",".256",".304",".443",".747",".314","0.8","0.6","1.6","999.0","19363"
"Anthony Santander","Orioles","146","630","579","152","32","2","30","81","89","38","122","6","5","2",".263",".312",".481",".793",".328","-0.2","0.3","1.6","999.0","14551"
"Josh Naylor","Indians","125","539","480","134","26","2","19","68","69","47","84","4","4","2",".279",".346",".459",".806",".340","-1.4","0.5","1.6","999.0","18839"
"Ryan Mountcastle","Orioles","138","595","550","152","28","1","26","72","84","33","134","5","3","1",".277",".322",".476",".798",".334","0.3","0.1","1.6","999.0","18373"
"Jason Heyward","Cubs","134","581","501","126","22","3","17","68","65","67","107","5","6","2",".251",".343",".410",".753",".323","4.0","1.3","1.6","999.0","4940"
"Justin Upton","Angels","136","588","512","122","22","1","29","75","83","61","173","9","5","2",".238",".327",".452",".780",".330","-4.3","0.1","1.5","999.0","5222"
"Austin Meadows","Rays","113","490","435","111","23","3","21","67","63","43","116","5","10","4",".256",".328",".469",".797",".333","-1.0","0.4","1.5","999.0","15672"
"Adam Eaton","White Sox","126","546","474","122","23","4","14","72","57","55","101","10","9","3",".258",".344",".410",".754",".325","-1.6","1.0","1.5","999.0","11205"
"Jackie Bradley Jr.","","143","616","535","121","24","2","22","71","72","62","164","10","11","4",".226",".315",".402",".717",".306","0.1","1.9","1.5","999.0","12984"
"Eddie Rosario","","126","546","505","137","26","1","26","69","84","34","93","2","5","2",".271",".317",".484",".801",".332","-1.4","1.0","1.5","999.0","12155"
"Kyle Lewis","Mariners","149","644","571","132","24","1","22","70","74","63","186","4","6","3",".231",".309",".393",".702",".301","-2.3","1.0","1.4","999.0","19508"
"Manuel Margot","Rays","104","448","402","102","21","2","11","51","48","36","84","3","19","7",".253",".318",".398",".716",".306","4.7","1.2","1.4","999.0","14712"
"Alex Dickerson","Giants","110","476","424","117","24","3","18","61","63","40","97","6","2","1",".276",".345",".478",".823",".344","-4.5","-0.5","1.4","999.0","12649"
"Chad Pinder","Athletics","122","525","473","118","25","1","20","62","66","38","130","7","3","1",".249",".312",".433",".745",".315","-7.1","-0.7","1.4","999.0","15191"
